purchase_order_item_id,purchase_order_id,line_number,product_id,purchase_uom_id,ordered_pac_quantity,ordered_base_quantity,unit_cost,notes,created_date,created_by,updated_date,updated_by
1489,310,10,1454,6,24.0,120.0,1082.51,,2026-01-20 08:00:00,system,2026-01-20 08:00:00,system
1490,310,11,1127,6,80.0,80.0,391.74,,2026-01-20 08:00:00,system,2026-01-20 08:00:00,system
1491,311,1,687,6,24.0,480.0,3911.69,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1492,311,2,1227,1,2.0,2000.0,122.88,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1493,311,3,1070,6,16.0,160.0,3734.77,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1494,311,4,1383,6,21.0,420.0,4391.67,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1495,311,5,18,6,7.0,35.0,1135.2,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1496,311,6,710,1,4.0,8000.0,175.88,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1497,312,1,886,6,10.0,550.0,11805.16,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1498,312,2,1367,6,5.0,1050.0,66938.27,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1499,312,3,73,6,24.0,360.0,3712.22,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1500,312,4,500,6,20.0,600.0,6490.44,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1501,312,5,192,6,70.0,84.0,298.08,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1502,312,6,440,6,6.0,1080.0,38915.01,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1503,312,7,1357,6,8.0,440.0,16633.16,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1504,313,1,1309,6,14.0,70.0,1566.95,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
1505,313,2,1443,1,4.0,8000.0,191.73,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
1506,313,3,895,6,28.0,280.0,2163.53,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
1507,313,4,519,1,6.0,6000.0,174.32,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
1508,313,5,1043,6,16.0,288.0,6552.14,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
1509,314,1,1167,6,65.0,325.0,728.22,,2026-01-04 08:00:00,system,2026-01-04 08:00:00,system
1510,314,2,1158,6,42.0,126.0,425.68,,2026-01-04 08:00:00,system,2026-01-04 08:00:00,system
1511,315,1,1195,6,52.0,260.0,774.56,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
1512,315,2,859,6,12.0,2160.0,37871.69,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
1513,315,3,186,6,9.0,495.0,15015.42,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
1514,315,4,1145,6,8.0,160.0,3228.89,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
1515,315,5,1230,6,32.0,160.0,812.99,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
1516,316,1,912,6,35.0,875.0,5172.36,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
1517,317,1,403,6,2.0,420.0,41785.62,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1518,317,2,631,6,30.0,90.0,560.78,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1519,317,3,168,6,15.0,375.0,5765.5,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1520,317,4,674,6,18.0,450.0,4977.51,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1521,317,5,1295,6,35.0,700.0,6185.6,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1522,317,6,1477,6,30.0,150.0,1057.27,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1523,318,1,1438,6,4.0,220.0,11249.55,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1524,319,1,732,1,4.0,2000.0,209.51,,2026-02-23 08:00:00,system,2026-02-23 08:00:00,system
1525,319,2,908,6,25.0,125.0,1279.55,,2026-02-23 08:00:00,system,2026-02-23 08:00:00,system
1526,319,3,1280,6,8.0,440.0,21585.92,,2026-02-23 08:00:00,system,2026-02-23 08:00:00,system
1527,320,1,373,6,35.0,525.0,3417.02,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
1528,320,2,1045,6,6.0,1080.0,59895.94,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
1529,320,3,1373,6,10.0,550.0,11677.26,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
1530,320,4,244,6,4.0,220.0,12557.41,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
1531,320,5,1078,6,28.0,140.0,1744.93,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
1532,320,6,1302,6,14.0,280.0,6519.26,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
1533,321,1,33,6,24.0,120.0,1197.08,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1534,321,2,25,6,4.0,220.0,13426.83,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1535,321,3,117,6,20.0,200.0,2392.14,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1536,321,4,1053,6,8.0,400.0,18594.58,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1537,321,5,1209,6,30.0,600.0,2920.45,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1538,321,6,1188,6,15.0,150.0,1436.78,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1539,321,7,69,6,8.0,400.0,11573.65,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1540,321,8,858,6,6.0,330.0,10899.04,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1541,322,1,1327,6,42.0,210.0,1648.74,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1542,322,2,464,6,25.0,375.0,3218.4,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1543,322,3,1285,6,44.0,44.0,301.72,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1544,322,4,49,6,28.0,280.0,2440.13,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1545,322,5,1029,6,11.0,11.0,371.39,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1546,322,6,1326,6,33.0,33.0,334.05,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1547,322,7,542,6,10.0,500.0,9083.41,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1548,322,8,209,6,7.0,105.0,3652.23,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1549,323,1,25,6,6.0,330.0,13511.6,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
1550,323,2,1386,6,10.0,500.0,10127.07,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
1551,324,1,1356,6,28.0,560.0,6629.4,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
1552,324,2,1342,1,6.0,6000.0,297.75,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
1553,324,3,1393,6,55.0,165.0,613.37,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
1554,325,1,543,6,6.0,330.0,10436.97,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
1555,326,1,1219,6,2.0,420.0,30696.9,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1556,326,2,1056,6,90.0,45.0,195.86,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1557,326,3,878,6,68.0,204.0,701.36,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1558,326,4,84,6,52.0,62.4,304.54,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1559,326,5,395,6,21.0,210.0,2519.05,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1560,326,6,289,6,64.0,192.0,763.76,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1561,326,7,1042,6,10.0,100.0,4191.77,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1562,326,8,341,6,32.0,640.0,4664.22,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1563,326,9,385,6,15.0,45.0,830.82,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1564,326,10,1255,6,32.0,640.0,3275.23,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1565,326,11,462,6,35.0,175.0,1194.45,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1566,327,1,153,6,18.0,450.0,6175.3,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
1567,327,2,168,6,21.0,525.0,5868.55,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
1568,327,3,458,6,55.0,44.0,170.62,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
1569,327,4,1339,6,8.0,440.0,16950.62,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
1570,327,5,1373,6,10.0,550.0,11677.26,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
1571,328,1,1089,6,25.0,450.0,6672.45,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1572,328,2,1071,6,16.0,288.0,6804.31,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1573,328,3,1128,6,14.0,28.0,800.67,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1574,328,4,833,1,4.0,4000.0,212.41,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1575,328,5,599,6,21.0,630.0,6372.59,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1576,328,6,606,1,3.0,6000.0,192.49,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1577,328,7,961,6,28.0,280.0,2179.41,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1578,328,8,563,1,8.0,16000.0,191.24,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1579,328,9,325,6,28.0,420.0,3478.88,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1580,328,10,570,6,40.0,1200.0,6334.59,,2026-03-11 08:00:00,system,2026-03-11 08:00:00,system
1581,329,1,639,6,10.0,550.0,10286.07,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
1582,329,2,533,1,3.0,3000.0,185.93,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
1583,329,3,924,6,30.0,450.0,3257.08,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
1584,329,4,838,6,18.0,270.0,3169.73,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
1585,330,1,753,6,4.0,220.0,11923.11,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
1586,330,2,1494,6,14.0,280.0,4060.25,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
1587,331,1,373,6,35.0,525.0,3567.04,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1588,331,2,57,6,2.0,420.0,45872.26,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1589,331,3,862,1,2.0,2000.0,195.85,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1590,331,4,889,1,3.0,1500.0,197.35,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1591,331,5,648,6,30.0,450.0,2853.58,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1592,332,1,696,1,4.0,8000.0,174.21,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
1593,332,2,957,1,2.0,2000.0,195.98,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
1594,332,3,141,6,2.0,110.0,13730.67,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
1595,332,4,1290,6,2.0,420.0,61510.76,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
1596,332,5,1067,6,39.0,39.0,377.5,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
1597,332,6,610,6,15.0,225.0,2795.21,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
1598,333,1,427,6,40.0,800.0,4865.55,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1599,333,2,394,6,14.0,70.0,1239.36,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1600,334,1,884,6,40.0,1200.0,6740.76,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
1601,334,2,576,1,8.0,8000.0,181.41,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
1602,334,3,1008,6,10.0,1800.0,66858.27,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
1603,334,4,1252,6,26.0,78.0,462.32,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
1604,334,5,574,6,2.0,420.0,41245.84,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
1605,335,1,233,6,52.0,41.6,194.23,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1606,335,2,651,6,18.0,540.0,5938.36,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1607,335,3,1138,6,22.0,110.0,1730.69,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1608,335,4,1304,6,8.0,1440.0,52723.09,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1609,335,5,304,6,48.0,38.4,173.15,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1610,335,6,1139,6,16.0,160.0,3665.14,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1611,335,7,200,6,8.0,1440.0,40600.92,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1612,335,8,730,6,10.0,1800.0,30933.17,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1613,335,9,239,6,35.0,525.0,3598.5,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1614,335,10,1189,6,24.0,480.0,2901.08,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1615,335,11,67,6,20.0,500.0,5931.82,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1616,335,12,249,6,44.0,44.0,243.76,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
1617,336,1,745,6,3.0,630.0,39864.11,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
1618,336,2,968,6,15.0,2700.0,37036.26,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
1619,336,3,875,1,3.0,1500.0,200.72,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
1620,337,1,1477,6,6.0,30.0,1001.28,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1621,338,1,604,1,4.0,2000.0,177.81,,2026-06-13 08:00:00,system,2026-06-13 08:00:00,system
1622,339,1,750,6,14.0,70.0,1074.21,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1623,339,2,1269,6,39.0,195.0,732.73,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1624,339,3,173,6,3.0,630.0,49294.99,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1625,339,4,428,6,6.0,150.0,6124.5,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1626,339,5,271,6,65.0,52.0,214.54,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1627,340,1,654,6,2.0,360.0,34382.21,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
1628,341,1,417,6,2.0,360.0,36763.79,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
1629,341,2,1316,1,8.0,8000.0,305.61,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
1630,341,3,118,6,10.0,150.0,3695.69,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
1631,341,4,759,6,44.0,132.0,603.19,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
1632,341,5,1439,6,2.0,360.0,34454.51,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
1633,341,6,1210,6,2.0,110.0,7722.95,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
1634,342,1,92,6,4.0,200.0,11367.54,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
1635,342,2,190,6,65.0,52.0,196.18,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
1636,342,3,987,6,25.0,450.0,6325.34,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
1637,342,4,668,6,2.0,360.0,32373.6,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
1638,343,1,759,6,55.0,165.0,603.19,,2026-01-31 08:00:00,system,2026-01-31 08:00:00,system
1639,344,1,536,6,12.0,60.0,968.21,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1640,344,2,1323,6,2.0,420.0,64087.76,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1641,344,3,1393,6,70.0,210.0,642.0,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1642,344,4,1309,6,70.0,350.0,1566.95,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1643,344,5,1392,1,6.0,12000.0,183.71,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1644,344,6,168,6,12.0,300.0,6202.63,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1645,344,7,26,6,10.0,1800.0,41972.19,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1646,345,1,467,6,8.0,120.0,3411.11,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
1647,345,2,668,6,6.0,1080.0,35567.99,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
1648,345,3,311,6,28.0,560.0,4916.88,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
1649,346,1,318,1,8.0,8000.0,214.66,,2026-03-16 08:00:00,system,2026-03-16 08:00:00,system
1650,346,2,1188,6,18.0,180.0,1490.3,,2026-03-16 08:00:00,system,2026-03-16 08:00:00,system
1651,346,3,92,6,6.0,300.0,12394.09,,2026-03-16 08:00:00,system,2026-03-16 08:00:00,system
1652,346,4,756,1,8.0,4000.0,198.34,,2026-03-16 08:00:00,system,2026-03-16 08:00:00,system
1653,347,1,1068,6,52.0,104.0,748.72,,2026-06-22 08:00:00,system,2026-06-22 08:00:00,system
1654,348,1,1159,6,39.0,195.0,709.63,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
1655,348,2,961,6,28.0,280.0,2112.7,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
1656,348,3,273,6,65.0,78.0,293.61,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
1657,349,1,1338,6,30.0,600.0,6292.19,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1658,349,2,1324,1,4.0,4000.0,291.61,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1659,349,3,231,6,5.0,1050.0,46219.2,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1660,349,4,1210,6,2.0,110.0,7314.73,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1661,349,5,316,6,6.0,1080.0,35428.13,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1662,350,1,659,6,14.0,42.0,551.81,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1663,350,2,500,6,21.0,630.0,6542.21,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1664,350,3,720,1,2.0,4000.0,173.65,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
1665,351,1,261,6,15.0,150.0,2365.09,,2026-04-06 08:00:00,system,2026-04-06 08:00:00,system
1666,352,1,57,6,4.0,840.0,52948.32,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
1667,352,2,75,6,27.0,675.0,6516.82,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
1668,353,1,193,6,26.0,78.0,781.89,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
1669,354,1,279,6,6.0,150.0,6062.79,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1670,354,2,1317,1,2.0,4000.0,276.69,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1671,354,3,1090,6,6.0,300.0,18316.26,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1672,354,4,819,1,2.0,2000.0,181.4,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1673,355,1,1450,6,8.0,240.0,6710.08,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
1674,356,1,1105,6,65.0,130.0,676.99,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1675,356,2,769,6,2.0,420.0,43794.72,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1676,356,3,752,6,10.0,500.0,10424.64,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1677,356,4,1115,6,22.0,110.0,1800.97,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1678,356,5,450,6,14.0,280.0,4596.2,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1679,356,6,335,6,44.0,44.0,229.51,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1680,356,7,1121,6,16.0,160.0,3570.82,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1681,356,8,244,6,2.0,110.0,13747.11,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
1682,357,1,1195,6,30.0,150.0,732.58,,2026-05-08 08:00:00,system,2026-05-08 08:00:00,system
1683,357,2,695,1,6.0,6000.0,168.6,,2026-05-08 08:00:00,system,2026-05-08 08:00:00,system
1684,358,1,180,6,5.0,50.0,2493.52,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
1685,358,2,558,6,10.0,550.0,9832.3,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
1686,358,3,622,6,6.0,30.0,956.63,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
1687,358,4,1474,6,2.0,100.0,10247.11,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
1688,358,5,690,6,10.0,500.0,9921.34,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
1689,359,1,896,6,5.0,75.0,3169.4,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
1690,359,2,1473,6,35.0,1050.0,6085.64,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
1691,360,1,1308,6,56.0,56.0,308.01,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1692,360,2,203,6,40.0,32.0,181.15,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1693,360,3,1469,6,25.0,250.0,2102.75,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1694,360,4,272,6,52.0,52.0,226.73,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1695,360,5,838,6,24.0,360.0,3124.51,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1696,360,6,1078,6,28.0,140.0,1744.93,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1697,360,7,192,6,55.0,66.0,288.02,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1698,360,8,1011,6,33.0,33.0,342.72,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1699,360,9,100,6,60.0,180.0,748.54,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1700,360,10,95,6,3.0,630.0,48295.13,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
1701,361,1,714,6,6.0,300.0,10477.5,,2026-01-06 08:00:00,system,2026-01-06 08:00:00,system
1702,361,2,544,6,8.0,1440.0,36377.5,,2026-01-06 08:00:00,system,2026-01-06 08:00:00,system
1703,362,1,659,6,24.0,72.0,558.09,,2026-01-01 08:00:00,system,2026-01-01 08:00:00,system
1704,363,1,361,6,12.0,360.0,7108.35,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1705,363,2,525,6,10.0,200.0,3937.18,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1706,363,3,1228,6,14.0,14.0,135.35,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1707,363,4,1388,6,4.0,720.0,35694.49,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1708,363,5,943,1,4.0,4000.0,187.13,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1709,363,6,1341,6,2.0,420.0,62158.25,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1710,363,7,1433,6,20.0,300.0,3181.14,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1711,363,8,882,6,18.0,360.0,4016.08,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1712,363,9,146,6,40.0,40.0,236.72,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1713,363,10,1094,6,12.0,6.0,172.98,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1714,363,11,1158,6,42.0,126.0,415.9,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1715,363,12,556,6,24.0,720.0,5648.7,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
1716,364,1,1367,6,3.0,630.0,66938.27,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1717,364,2,552,6,5.0,50.0,1936.14,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1718,364,3,167,6,18.0,360.0,4963.62,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1719,364,4,128,6,44.0,44.0,251.67,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1720,364,5,101,6,10.0,50.0,1186.25,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1721,364,6,389,6,7.0,140.0,4550.38,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1722,364,7,412,6,28.0,560.0,4244.02,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1723,364,8,776,6,12.0,180.0,3109.55,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1724,364,9,66,6,14.0,280.0,4835.62,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1725,364,10,1400,6,10.0,500.0,10700.86,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
1726,365,1,117,6,25.0,250.0,2392.14,,2026-03-01 08:00:00,system,2026-03-01 08:00:00,system
1727,365,2,1117,6,13.0,6.5,180.35,,2026-03-01 08:00:00,system,2026-03-01 08:00:00,system
1728,366,1,308,6,20.0,100.0,1069.25,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1729,366,2,355,6,14.0,42.0,620.49,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1730,366,3,1365,6,2.0,110.0,18437.17,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1731,366,4,1067,6,36.0,36.0,341.99,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1732,366,5,1328,6,14.0,280.0,6405.78,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1733,366,6,1002,6,36.0,36.0,352.54,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1734,366,7,1438,6,6.0,330.0,11748.77,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1735,366,8,870,6,25.0,750.0,6109.74,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
1736,367,1,369,6,14.0,16.8,282.81,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
1737,367,2,302,6,4.0,840.0,48177.3,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
1738,367,3,508,6,24.0,120.0,1020.39,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
1739,367,4,884,6,24.0,720.0,6740.76,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
1740,367,5,277,6,24.0,360.0,3720.56,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
