customer_location_id,customer_id,location_code,location_name,contact_person,phone,address_line1,address_line2,city,state,postal_code,country,is_default,location_status,created_date,created_by,updated_date,updated_by
103,54,CUST0054-SHIP-03,Ridgefield Process Industries Service Centre 3,Arjun Joshi,0291-4108054,"Plot 25, Service Centre","Sector 10, Jodhpur Logistics District",Jodhpur,Rajasthan,342275,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
104,55,CUST0055-SHIP-01,Brightstone Process Industries Primary Ship-To,Vikram Joshi,080-4108055,"Plot 65, Industrial Area","Sector 8, Bengaluru Business District",Bengaluru,Karnataka,560115,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
105,56,CUST0056-SHIP-01,Grandridge Industrial Distribution Primary Ship-To,Siddharth Joshi,0712-4108056,"Plot 66, Industrial Estate",,Chhatrapati Sambhajinagar,Maharashtra,431129,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
106,56,CUST0056-SHIP-02,Grandridge Industrial Distribution Distribution Hub 2,Siddharth Joshi,0712-4108056,"Plot 30, Distribution Hub","Sector 11, Navi Mumbai Logistics District",Navi Mumbai,Maharashtra,400270,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
107,56,CUST0056-SHIP-03,Grandridge Industrial Distribution Service Centre 3,Siddharth Joshi,0712-4108056,"Plot 31, Service Centre","Sector 12, Nashik Logistics District",Nashik,Maharashtra,422277,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
108,57,CUST0057-SHIP-01,Linden Industrial Distribution Primary Ship-To,Aditya Joshi,0821-4108057,"Plot 67, Logistics Park","Sector 10, Hubballi Business District",Hubballi,Karnataka,580122,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
109,58,CUST0058-SHIP-01,Redcrest Industrial Distribution Primary Ship-To,Rahul Joshi,022-4108058,"Plot 68, Commercial Zone","Sector 11, Nashik Business District",Nashik,Maharashtra,422102,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
110,59,CUST0059-SHIP-01,Westfield Fleet Systems Primary Ship-To,Neeraj Joshi,0141-4108059,"Plot 69, Business Park","Sector 12, Jaipur Business District",Jaipur,Rajasthan,302110,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
111,60,CUST0060-SHIP-01,Eastbridge Process Industries Primary Ship-To,Amit Joshi,0281-4108060,"Plot 70, Industrial Area",,Vadodara,Gujarat,390105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
112,60,CUST0060-SHIP-02,Eastbridge Process Industries Distribution Hub 2,Amit Joshi,0281-4108060,"Plot 42, Distribution Hub","Sector 3, Ahmedabad Logistics District",Ahmedabad,Gujarat,380274,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
113,60,CUST0060-SHIP-03,Eastbridge Process Industries Service Centre 3,Amit Joshi,0281-4108060,"Plot 43, Service Centre","Sector 4, Vadodara Logistics District",Vadodara,Gujarat,390281,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
114,61,CUST0061-SHIP-01,Oakstone Industrial Distribution Primary Ship-To,Aarav Verma,0731-4108061,"Plot 71, Industrial Estate","Sector 2, Bhopal Business District",Bhopal,Madhya Pradesh,462105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
115,61,CUST0061-SHIP-02,Oakstone Industrial Distribution Distribution Hub 2,Aarav Verma,0731-4108061,"Plot 45, Distribution Hub","Sector 4, Bhopal Logistics District",Bhopal,Madhya Pradesh,462275,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
116,61,CUST0061-SHIP-03,Oakstone Industrial Distribution Service Centre 3,Aarav Verma,0731-4108061,"Plot 46, Service Centre","Sector 5, Indore Logistics District",Indore,Madhya Pradesh,452282,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
117,61,CUST0061-SHIP-04,Oakstone Industrial Distribution Industrial Depot 4,Aarav Verma,0731-4108061,"Plot 47, Industrial Depot","Sector 6, Bhopal Logistics District",Bhopal,Madhya Pradesh,462289,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
118,61,CUST0061-SHIP-05,Oakstone Industrial Distribution Business Park 5,Aarav Verma,0731-4108061,"Plot 48, Business Park","Sector 7, Indore Logistics District",Indore,Madhya Pradesh,452296,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
119,62,CUST0062-SHIP-01,Rivercrest Process Industries Primary Ship-To,Ishaan Verma,0422-4108062,"Plot 72, Logistics Park","Sector 3, Chennai Business District",Chennai,Tamil Nadu,600108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
120,62,CUST0062-SHIP-02,Rivercrest Process Industries Distribution Hub 2,Ishaan Verma,0422-4108062,"Plot 48, Distribution Hub","Sector 5, Chennai Logistics District",Chennai,Tamil Nadu,600276,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
121,63,CUST0063-SHIP-01,Highpoint Fleet Systems Primary Ship-To,Rohan Verma,0141-4108063,"Plot 73, Commercial Zone","Sector 4, Jaipur Business District",Jaipur,Rajasthan,302106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
122,64,CUST0064-SHIP-01,Fairmont Industrial Distribution Primary Ship-To,Kunal Verma,0832-4108064,"Plot 74, Business Park",,Margao,Goa,403103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
123,64,CUST0064-SHIP-02,Fairmont Industrial Distribution Distribution Hub 2,Kunal Verma,0832-4108064,"Plot 54, Distribution Hub","Sector 7, Panaji Logistics District",Panaji,Goa,403278,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
124,65,CUST0065-SHIP-01,Bluefield Auto & Machinery Primary Ship-To,Nikhil Verma,0836-4108065,"Plot 75, Industrial Area","Sector 6, Hubballi Business District",Hubballi,Karnataka,580101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
125,66,CUST0066-SHIP-01,Cedarcrest Process Industries Primary Ship-To,Arjun Verma,0870-4108066,"Plot 76, Industrial Estate","Sector 7, Hyderabad Business District",Hyderabad,Telangana,500104,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
126,67,CUST0067-SHIP-01,Northgate Industrial Distribution Primary Ship-To,Vikram Verma,040-4108067,"Plot 77, Logistics Park","Sector 8, Hyderabad Business District",Hyderabad,Telangana,500100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
127,67,CUST0067-SHIP-02,Northgate Industrial Distribution Distribution Hub 2,Vikram Verma,040-4108067,"Plot 63, Distribution Hub","Sector 10, Warangal Logistics District",Warangal,Telangana,506281,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
128,68,CUST0068-SHIP-01,Greenstone Process Industries Primary Ship-To,Siddharth Verma,0836-4108068,"Plot 78, Commercial Zone",,Hubballi,Karnataka,580104,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
129,69,CUST0069-SHIP-01,Primebridge Fleet Systems Primary Ship-To,Aditya Verma,044-4108069,"Plot 79, Business Park","Sector 10, Coimbatore Business District",Coimbatore,Tamil Nadu,641105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
130,69,CUST0069-SHIP-02,Primebridge Fleet Systems Distribution Hub 2,Aditya Verma,044-4108069,"Plot 69, Distribution Hub","Sector 12, Coimbatore Logistics District",Coimbatore,Tamil Nadu,641283,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
131,69,CUST0069-SHIP-03,Primebridge Fleet Systems Service Centre 3,Aditya Verma,044-4108069,"Plot 70, Service Centre","Sector 1, Chennai Logistics District",Chennai,Tamil Nadu,600290,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
132,70,CUST0070-SHIP-01,Ironridge Auto & Machinery Primary Ship-To,Rahul Verma,0755-4108070,"Plot 10, Industrial Area","Sector 11, Indore Business District",Indore,Madhya Pradesh,452108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
133,70,CUST0070-SHIP-02,Ironridge Auto & Machinery Distribution Hub 2,Rahul Verma,0755-4108070,"Plot 72, Distribution Hub","Sector 1, Indore Logistics District",Indore,Madhya Pradesh,452284,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
134,70,CUST0070-SHIP-03,Ironridge Auto & Machinery Service Centre 3,Rahul Verma,0755-4108070,"Plot 73, Service Centre","Sector 2, Bhopal Logistics District",Bhopal,Madhya Pradesh,462291,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
135,71,CUST0071-SHIP-01,Silvercrest Fleet Systems Primary Ship-To,Neeraj Verma,040-4108071,"Plot 11, Industrial Estate","Sector 12, Hyderabad Business District",Hyderabad,Telangana,500106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
136,72,CUST0072-SHIP-01,Maplefield Industrial Distribution Primary Ship-To,Amit Verma,0755-4108072,"Plot 12, Logistics Park",,Bhopal,Madhya Pradesh,462115,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
137,73,CUST0073-SHIP-01,Crestline Process Industries Primary Ship-To,Aarav Malhotra,020-4108073,"Plot 13, Commercial Zone","Sector 2, Navi Mumbai Business District",Navi Mumbai,Maharashtra,400101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
138,73,CUST0073-SHIP-02,Crestline Process Industries Distribution Hub 2,Aarav Malhotra,020-4108073,"Plot 81, Distribution Hub","Sector 4, Nagpur Logistics District",Nagpur,Maharashtra,440287,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
139,74,CUST0074-SHIP-01,Pinebridge Process Industries Primary Ship-To,Ishaan Malhotra,022-4108074,"Plot 14, Business Park","Sector 3, Navi Mumbai Business District",Navi Mumbai,Maharashtra,400106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
140,74,CUST0074-SHIP-02,Pinebridge Process Industries Distribution Hub 2,Ishaan Malhotra,022-4108074,"Plot 84, Distribution Hub","Sector 5, Chhatrapati Sambhajinagar Logistics District",Chhatrapati Sambhajinagar,Maharashtra,431288,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
141,75,CUST0075-SHIP-01,Meadowcrest Auto & Machinery Primary Ship-To,Rohan Malhotra,0832-4108075,"Plot 15, Industrial Area","Sector 4, Panaji Business District",Panaji,Goa,403100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
142,75,CUST0075-SHIP-02,Meadowcrest Auto & Machinery Distribution Hub 2,Rohan Malhotra,0832-4108075,"Plot 87, Distribution Hub","Sector 6, Margao Logistics District",Margao,Goa,403289,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
143,76,CUST0076-SHIP-01,Stonebridge Process Industries Primary Ship-To,Kunal Malhotra,0291-4108076,"Plot 16, Industrial Estate",,Jaipur,Rajasthan,302108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
144,77,CUST0077-SHIP-01,Grandfield Industrial Distribution Primary Ship-To,Nikhil Malhotra,040-4108077,"Plot 17, Logistics Park","Sector 6, Hyderabad Business District",Hyderabad,Telangana,500110,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
145,78,CUST0078-SHIP-01,Harborcrest Process Industries Primary Ship-To,Arjun Malhotra,0512-4108078,"Plot 18, Commercial Zone","Sector 7, Noida Business District",Noida,Uttar Pradesh,201100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
146,78,CUST0078-SHIP-02,Harborcrest Process Industries Distribution Hub 2,Arjun Malhotra,0512-4108078,"Plot 96, Distribution Hub","Sector 9, Noida Logistics District",Noida,Uttar Pradesh,201292,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
147,78,CUST0078-SHIP-03,Harborcrest Process Industries Service Centre 3,Arjun Malhotra,0512-4108078,"Plot 97, Service Centre","Sector 10, Lucknow Logistics District",Lucknow,Uttar Pradesh,226299,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
148,78,CUST0078-SHIP-04,Harborcrest Process Industries Industrial Depot 4,Arjun Malhotra,0512-4108078,"Plot 98, Industrial Depot","Sector 11, Kanpur Logistics District",Kanpur,Uttar Pradesh,208306,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
149,78,CUST0078-SHIP-05,Harborcrest Process Industries Business Park 5,Arjun Malhotra,0512-4108078,"Plot 99, Business Park","Sector 12, Noida Logistics District",Noida,Uttar Pradesh,201313,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
150,79,CUST0079-SHIP-01,Redbridge Fleet Systems Primary Ship-To,Vikram Malhotra,080-4108079,"Plot 19, Business Park","Sector 8, Mysuru Business District",Mysuru,Karnataka,570117,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
151,79,CUST0079-SHIP-02,Redbridge Fleet Systems Distribution Hub 2,Vikram Malhotra,080-4108079,"Plot 99, Distribution Hub","Sector 10, Hubballi Logistics District",Hubballi,Karnataka,580293,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
152,79,CUST0079-SHIP-03,Redbridge Fleet Systems Service Centre 3,Vikram Malhotra,080-4108079,"Plot 20, Service Centre","Sector 11, Mysuru Logistics District",Mysuru,Karnataka,570300,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
153,80,CUST0080-SHIP-01,Clearfield Process Industries Primary Ship-To,Siddharth Malhotra,0836-4108080,"Plot 20, Industrial Area",,Mysuru,Karnataka,570123,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
154,81,CUST0081-SHIP-01,Westcrest Fleet Systems Primary Ship-To,Aditya Malhotra,011-4108081,"Plot 21, Industrial Estate","Sector 10, New Delhi Business District",New Delhi,Delhi,110105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
155,81,CUST0081-SHIP-02,Westcrest Fleet Systems Distribution Hub 2,Aditya Malhotra,011-4108081,"Plot 25, Distribution Hub","Sector 12, New Delhi Logistics District",New Delhi,Delhi,110295,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
156,82,CUST0082-SHIP-01,Summitfield Auto & Machinery Primary Ship-To,Rahul Malhotra,022-4108082,"Plot 22, Logistics Park","Sector 11, Pune Business District",Pune,Maharashtra,411100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
157,83,CUST0083-SHIP-01,Oakbridge Auto & Machinery Primary Ship-To,Neeraj Malhotra,0253-4108083,"Plot 23, Commercial Zone","Sector 12, Nagpur Business District",Nagpur,Maharashtra,440138,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
158,84,CUST0084-SHIP-01,Ridgecrest Auto & Machinery Primary Ship-To,Amit Malhotra,0281-4108084,"Plot 24, Business Park",,Vadodara,Gujarat,390117,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
159,84,CUST0084-SHIP-02,Ridgecrest Auto & Machinery Distribution Hub 2,Amit Malhotra,0281-4108084,"Plot 34, Distribution Hub","Sector 3, Ahmedabad Logistics District",Ahmedabad,Gujarat,380298,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
160,85,CUST0085-SHIP-01,Everfield Industrial Distribution Primary Ship-To,Aarav Nair,080-4108085,"Plot 25, Industrial Area","Sector 2, Hubballi Business District",Hubballi,Karnataka,580113,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
161,86,CUST0086-SHIP-01,Northcrest Industrial Distribution Primary Ship-To,Ishaan Nair,0265-4108086,"Plot 26, Industrial Estate","Sector 3, Vadodara Business District",Vadodara,Gujarat,390109,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
162,87,CUST0087-SHIP-01,Brightbridge Fleet Systems Primary Ship-To,Rohan Nair,0731-4108087,"Plot 27, Logistics Park","Sector 4, Indore Business District",Indore,Madhya Pradesh,452106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
163,87,CUST0087-SHIP-02,Brightbridge Fleet Systems Distribution Hub 2,Rohan Nair,0731-4108087,"Plot 43, Distribution Hub","Sector 6, Bhopal Logistics District",Bhopal,Madhya Pradesh,462301,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
164,87,CUST0087-SHIP-03,Brightbridge Fleet Systems Service Centre 3,Rohan Nair,0731-4108087,"Plot 44, Service Centre","Sector 7, Indore Logistics District",Indore,Madhya Pradesh,452308,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
165,88,CUST0088-SHIP-01,Lakecrest Process Industries Primary Ship-To,Kunal Nair,0281-4108088,"Plot 28, Commercial Zone",,Surat,Gujarat,395102,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
166,89,CUST0089-SHIP-01,Hillbridge Fleet Systems Primary Ship-To,Nikhil Nair,0836-4108089,"Plot 29, Business Park","Sector 6, Hubballi Business District",Hubballi,Karnataka,580107,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
167,90,CUST0090-SHIP-01,Greenfield Industrial Distribution Primary Ship-To,Arjun Nair,0265-4108090,"Plot 30, Industrial Area","Sector 7, Surat Business District",Surat,Gujarat,395110,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
168,90,CUST0090-SHIP-02,Greenfield Industrial Distribution Distribution Hub 2,Arjun Nair,0265-4108090,"Plot 52, Distribution Hub","Sector 9, Surat Logistics District",Surat,Gujarat,395304,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
169,90,CUST0090-SHIP-03,Greenfield Industrial Distribution Service Centre 3,Arjun Nair,0265-4108090,"Plot 53, Service Centre","Sector 10, Rajkot Logistics District",Rajkot,Gujarat,360311,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
170,91,CUST0091-SHIP-01,Parkbridge Industrial Distribution Primary Ship-To,Vikram Nair,040-4108091,"Plot 31, Industrial Estate","Sector 8, Hyderabad Business District",Hyderabad,Telangana,500114,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
171,91,CUST0091-SHIP-02,Parkbridge Industrial Distribution Distribution Hub 2,Vikram Nair,040-4108091,"Plot 55, Distribution Hub","Sector 10, Warangal Logistics District",Warangal,Telangana,506305,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
172,91,CUST0091-SHIP-03,Parkbridge Industrial Distribution Service Centre 3,Vikram Nair,040-4108091,"Plot 56, Service Centre","Sector 11, Hyderabad Logistics District",Hyderabad,Telangana,500312,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
173,92,CUST0092-SHIP-01,Metrofield Process Industries Primary Ship-To,Siddharth Nair,0712-4108092,"Plot 32, Logistics Park",,Nashik,Maharashtra,422137,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
174,92,CUST0092-SHIP-02,Metrofield Process Industries Distribution Hub 2,Siddharth Nair,0712-4108092,"Plot 58, Distribution Hub","Sector 11, Nashik Logistics District",Nashik,Maharashtra,422306,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
175,93,CUST0093-SHIP-01,Asterline Auto Distribution Primary Ship-To,Aditya Nair,011-4108093,"Plot 33, Commercial Zone","Sector 10, New Delhi Business District",New Delhi,Delhi,110101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
176,93,CUST0093-SHIP-02,Asterline Auto Distribution Distribution Hub 2,Aditya Nair,011-4108093,"Plot 61, Distribution Hub","Sector 12, New Delhi Logistics District",New Delhi,Delhi,110307,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
177,93,CUST0093-SHIP-03,Asterline Auto Distribution Service Centre 3,Aditya Nair,011-4108093,"Plot 62, Service Centre","Sector 1, New Delhi Logistics District",New Delhi,Delhi,110314,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
178,93,CUST0093-SHIP-04,Asterline Auto Distribution Industrial Depot 4,Aditya Nair,011-4108093,"Plot 63, Industrial Depot","Sector 2, New Delhi Logistics District",New Delhi,Delhi,110321,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
179,94,CUST0094-SHIP-01,Westbridge Engineering Works Primary Ship-To,Rahul Nair,0870-4108094,"Plot 34, Business Park","Sector 11, Warangal Business District",Warangal,Telangana,506111,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
180,94,CUST0094-SHIP-02,Westbridge Engineering Works Distribution Hub 2,Rahul Nair,0870-4108094,"Plot 64, Distribution Hub","Sector 1, Hyderabad Logistics District",Hyderabad,Telangana,500308,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
181,94,CUST0094-SHIP-03,Westbridge Engineering Works Service Centre 3,Rahul Nair,0870-4108094,"Plot 65, Service Centre","Sector 2, Warangal Logistics District",Warangal,Telangana,506315,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
182,94,CUST0094-SHIP-04,Westbridge Engineering Works Industrial Depot 4,Rahul Nair,0870-4108094,"Plot 66, Industrial Depot","Sector 3, Hyderabad Logistics District",Hyderabad,Telangana,500322,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
183,95,CUST0095-SHIP-01,Crestmark Auto Distribution Primary Ship-To,Neeraj Nair,0836-4108095,"Plot 35, Industrial Area","Sector 12, Bengaluru Business District",Bengaluru,Karnataka,560109,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
184,96,CUST0096-SHIP-01,Pioneer Auto Distribution Primary Ship-To,Amit Nair,0821-4108096,"Plot 36, Industrial Estate",,Mysuru,Karnataka,570102,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
185,97,CUST0097-SHIP-01,Riverton Engineering Works Primary Ship-To,Aarav Rao,0731-4108097,"Plot 37, Logistics Park","Sector 2, Bhopal Business District",Bhopal,Madhya Pradesh,462111,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
186,97,CUST0097-SHIP-02,Riverton Engineering Works Distribution Hub 2,Aarav Rao,0731-4108097,"Plot 73, Distribution Hub","Sector 4, Bhopal Logistics District",Bhopal,Madhya Pradesh,462311,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
187,97,CUST0097-SHIP-03,Riverton Engineering Works Service Centre 3,Aarav Rao,0731-4108097,"Plot 74, Service Centre","Sector 5, Indore Logistics District",Indore,Madhya Pradesh,452318,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
188,97,CUST0097-SHIP-04,Riverton Engineering Works Industrial Depot 4,Aarav Rao,0731-4108097,"Plot 75, Industrial Depot","Sector 6, Bhopal Logistics District",Bhopal,Madhya Pradesh,462325,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
189,98,CUST0098-SHIP-01,Northfield Equipment Manufacturing Primary Ship-To,Ishaan Rao,022-4108098,"Plot 38, Commercial Zone","Sector 3, Nagpur Business District",Nagpur,Maharashtra,440128,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
190,99,CUST0099-SHIP-01,Silveroak Auto Distribution Primary Ship-To,Rohan Rao,0731-4108099,"Plot 39, Business Park","Sector 4, Indore Business District",Indore,Madhya Pradesh,452114,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
191,99,CUST0099-SHIP-02,Silveroak Auto Distribution Distribution Hub 2,Rohan Rao,0731-4108099,"Plot 79, Distribution Hub","Sector 6, Bhopal Logistics District",Bhopal,Madhya Pradesh,462313,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
192,100,CUST0100-SHIP-01,Grandwell Equipment Manufacturing Primary Ship-To,Kunal Rao,0712-4108100,"Plot 40, Industrial Area",,Nashik,Maharashtra,422132,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
193,100,CUST0100-SHIP-02,Grandwell Equipment Manufacturing Distribution Hub 2,Kunal Rao,0712-4108100,"Plot 82, Distribution Hub","Sector 7, Pune Logistics District",Pune,Maharashtra,411314,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
194,101,CUST0101-SHIP-01,Summit Equipment Traders Primary Ship-To,Nikhil Rao,020-4108101,"Plot 41, Industrial Estate","Sector 6, Nashik Business District",Nashik,Maharashtra,422117,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
195,101,CUST0101-SHIP-02,Summit Equipment Traders Distribution Hub 2,Nikhil Rao,020-4108101,"Plot 85, Distribution Hub","Sector 8, Navi Mumbai Logistics District",Navi Mumbai,Maharashtra,400315,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
196,101,CUST0101-SHIP-03,Summit Equipment Traders Service Centre 3,Nikhil Rao,020-4108101,"Plot 86, Service Centre","Sector 9, Nashik Logistics District",Nashik,Maharashtra,422322,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
197,101,CUST0101-SHIP-04,Summit Equipment Traders Industrial Depot 4,Nikhil Rao,020-4108101,"Plot 87, Industrial Depot","Sector 10, Nagpur Logistics District",Nagpur,Maharashtra,440329,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
198,101,CUST0101-SHIP-05,Summit Equipment Traders Business Park 5,Nikhil Rao,020-4108101,"Plot 88, Business Park","Sector 11, Chhatrapati Sambhajinagar Logistics District",Chhatrapati Sambhajinagar,Maharashtra,431336,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
199,102,CUST0102-SHIP-01,Bluecrest Engineering Works Primary Ship-To,Arjun Rao,0512-4108102,"Plot 42, Logistics Park","Sector 7, Kanpur Business District",Kanpur,Uttar Pradesh,208105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
200,102,CUST0102-SHIP-02,Bluecrest Engineering Works Distribution Hub 2,Arjun Rao,0512-4108102,"Plot 88, Distribution Hub","Sector 9, Noida Logistics District",Noida,Uttar Pradesh,201316,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
201,103,CUST0103-SHIP-01,Trident Engineering Works Primary Ship-To,Vikram Rao,0731-4108103,"Plot 43, Commercial Zone","Sector 8, Indore Business District",Indore,Madhya Pradesh,452116,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
202,103,CUST0103-SHIP-02,Trident Engineering Works Distribution Hub 2,Vikram Rao,0731-4108103,"Plot 91, Distribution Hub","Sector 10, Bhopal Logistics District",Bhopal,Madhya Pradesh,462317,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
203,103,CUST0103-SHIP-03,Trident Engineering Works Service Centre 3,Vikram Rao,0731-4108103,"Plot 92, Service Centre","Sector 11, Indore Logistics District",Indore,Madhya Pradesh,452324,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
204,104,CUST0104-SHIP-01,Everstone Equipment Traders Primary Ship-To,Siddharth Rao,0422-4108104,"Plot 44, Business Park",,Coimbatore,Tamil Nadu,641109,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
205,104,CUST0104-SHIP-02,Everstone Equipment Traders Distribution Hub 2,Siddharth Rao,0422-4108104,"Plot 94, Distribution Hub","Sector 11, Chennai Logistics District",Chennai,Tamil Nadu,600318,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
