location_id,warehouse_id,location_code,location_name,zone_code,aisle_no,rack_no,bin_no,location_type,storage_mode,max_capacity_ltr,location_status,created_date,created_by,updated_date,updated_by
163,2,DSP-03,Dispatch Staging 03,DSP,,,,dispatch,covered,4631.25,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
164,2,DSP-04,Dispatch Staging 04,DSP,,,,dispatch,covered,4631.25,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
165,2,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,6175.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
166,2,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,6175.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
167,2,QTN-03,Quarantine Area 03,QTN,,,,quarantine,covered,6175.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
168,2,RET-01,Returns Area 01,RET,,,,returns,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
169,2,RET-02,Returns Area 02,RET,,,,returns,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
170,2,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
171,2,DMG-02,Damage Hold Area 02,DMG,,,,damage,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
172,2,STG-01,Staging Area 01,STG,,,,staging,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
173,2,STG-02,Staging Area 02,STG,,,,staging,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
174,2,STG-03,Staging Area 03,STG,,,,staging,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
175,2,STG-04,Staging Area 04,STG,,,,staging,covered,6483.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
176,3,REC-01,Receiving Bay 01,REC,,,,receiving,covered,6840.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
177,3,REC-02,Receiving Bay 02,REC,,,,receiving,covered,6840.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
178,3,REC-03,Receiving Bay 03,REC,,,,receiving,covered,6840.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
179,3,REC-04,Receiving Bay 04,REC,,,,receiving,covered,6840.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
180,3,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
181,3,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
182,3,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
183,3,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
184,3,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
185,3,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
186,3,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
187,3,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
188,3,Z01-A02-R04-B01,Storage Z01 A02 R04 B01,Z01,A02,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
189,3,Z01-A02-R05-B01,Storage Z01 A02 R05 B01,Z01,A02,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
190,3,Z01-A03-R01-B01,Storage Z01 A03 R01 B01,Z01,A03,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
191,3,Z01-A03-R02-B01,Storage Z01 A03 R02 B01,Z01,A03,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
192,3,Z01-A03-R03-B01,Storage Z01 A03 R03 B01,Z01,A03,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
193,3,Z01-A03-R04-B01,Storage Z01 A03 R04 B01,Z01,A03,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
194,3,Z01-A03-R05-B01,Storage Z01 A03 R05 B01,Z01,A03,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
195,3,Z01-A04-R01-B01,Storage Z01 A04 R01 B01,Z01,A04,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
196,3,Z01-A04-R02-B01,Storage Z01 A04 R02 B01,Z01,A04,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
197,3,Z01-A04-R03-B01,Storage Z01 A04 R03 B01,Z01,A04,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
198,3,Z01-A04-R04-B01,Storage Z01 A04 R04 B01,Z01,A04,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
199,3,Z01-A04-R05-B01,Storage Z01 A04 R05 B01,Z01,A04,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
200,3,Z02-A01-R01-B01,Storage Z02 A01 R01 B01,Z02,A01,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
201,3,Z02-A01-R02-B01,Storage Z02 A01 R02 B01,Z02,A01,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
202,3,Z02-A01-R03-B01,Storage Z02 A01 R03 B01,Z02,A01,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
203,3,Z02-A01-R04-B01,Storage Z02 A01 R04 B01,Z02,A01,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
204,3,Z02-A01-R05-B01,Storage Z02 A01 R05 B01,Z02,A01,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
205,3,Z02-A02-R01-B01,Storage Z02 A02 R01 B01,Z02,A02,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
206,3,Z02-A02-R02-B01,Storage Z02 A02 R02 B01,Z02,A02,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
207,3,Z02-A02-R03-B01,Storage Z02 A02 R03 B01,Z02,A02,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
208,3,Z02-A02-R04-B01,Storage Z02 A02 R04 B01,Z02,A02,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
209,3,Z02-A02-R05-B01,Storage Z02 A02 R05 B01,Z02,A02,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
210,3,Z02-A03-R01-B01,Storage Z02 A03 R01 B01,Z02,A03,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
211,3,Z02-A03-R02-B01,Storage Z02 A03 R02 B01,Z02,A03,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
212,3,Z02-A03-R03-B01,Storage Z02 A03 R03 B01,Z02,A03,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
213,3,Z02-A03-R04-B01,Storage Z02 A03 R04 B01,Z02,A03,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
214,3,Z02-A03-R05-B01,Storage Z02 A03 R05 B01,Z02,A03,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
215,3,Z02-A04-R01-B01,Storage Z02 A04 R01 B01,Z02,A04,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
216,3,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
217,3,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
218,3,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
219,3,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
220,3,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
221,3,P01-A02-R01-B01,Picking P01 A02 R01 B01,P01,A02,R01,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
222,3,P01-A02-R02-B01,Picking P01 A02 R02 B01,P01,A02,R02,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
223,3,P01-A02-R03-B01,Picking P01 A02 R03 B01,P01,A02,R03,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
224,3,P01-A02-R04-B01,Picking P01 A02 R04 B01,P01,A02,R04,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
225,3,P01-A02-R05-B01,Picking P01 A02 R05 B01,P01,A02,R05,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
226,3,P02-A01-R01-B01,Picking P02 A01 R01 B01,P02,A01,R01,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
227,3,P02-A01-R02-B01,Picking P02 A01 R02 B01,P02,A01,R02,B01,picking,covered,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
228,3,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,4275.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
229,3,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,4275.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
230,3,DSP-03,Dispatch Staging 03,DSP,,,,dispatch,covered,4275.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
231,3,DSP-04,Dispatch Staging 04,DSP,,,,dispatch,covered,4275.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
232,3,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,8550.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
233,3,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,8550.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
234,3,RET-01,Returns Area 01,RET,,,,returns,covered,5985.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
235,3,RET-02,Returns Area 02,RET,,,,returns,covered,5985.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
236,3,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,5985.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
237,3,DMG-02,Damage Hold Area 02,DMG,,,,damage,covered,5985.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
238,3,STG-01,Staging Area 01,STG,,,,staging,covered,7980.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
239,3,STG-02,Staging Area 02,STG,,,,staging,covered,7980.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
240,3,STG-03,Staging Area 03,STG,,,,staging,covered,7980.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
241,4,REC-01,Receiving Bay 01,REC,,,,receiving,covered,7600.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
242,4,REC-02,Receiving Bay 02,REC,,,,receiving,covered,7600.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
243,4,REC-03,Receiving Bay 03,REC,,,,receiving,covered,7600.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
244,4,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
245,4,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
246,4,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
247,4,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
248,4,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
249,4,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
250,4,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
251,4,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
252,4,Z01-A02-R04-B01,Storage Z01 A02 R04 B01,Z01,A02,R04,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
253,4,Z01-A02-R05-B01,Storage Z01 A02 R05 B01,Z01,A02,R05,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
254,4,Z01-A03-R01-B01,Storage Z01 A03 R01 B01,Z01,A03,R01,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
255,4,Z01-A03-R02-B01,Storage Z01 A03 R02 B01,Z01,A03,R02,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
256,4,Z01-A03-R03-B01,Storage Z01 A03 R03 B01,Z01,A03,R03,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
257,4,Z01-A03-R04-B01,Storage Z01 A03 R04 B01,Z01,A03,R04,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
258,4,Z01-A03-R05-B01,Storage Z01 A03 R05 B01,Z01,A03,R05,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
259,4,Z01-A04-R01-B01,Storage Z01 A04 R01 B01,Z01,A04,R01,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
260,4,Z01-A04-R02-B01,Storage Z01 A04 R02 B01,Z01,A04,R02,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
261,4,Z01-A04-R03-B01,Storage Z01 A04 R03 B01,Z01,A04,R03,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
262,4,Z01-A04-R04-B01,Storage Z01 A04 R04 B01,Z01,A04,R04,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
263,4,Z01-A04-R05-B01,Storage Z01 A04 R05 B01,Z01,A04,R05,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
264,4,Z02-A01-R01-B01,Storage Z02 A01 R01 B01,Z02,A01,R01,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
265,4,Z02-A01-R02-B01,Storage Z02 A01 R02 B01,Z02,A01,R02,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
266,4,Z02-A01-R03-B01,Storage Z02 A01 R03 B01,Z02,A01,R03,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
267,4,Z02-A01-R04-B01,Storage Z02 A01 R04 B01,Z02,A01,R04,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
268,4,Z02-A01-R05-B01,Storage Z02 A01 R05 B01,Z02,A01,R05,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
269,4,Z02-A02-R01-B01,Storage Z02 A02 R01 B01,Z02,A02,R01,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
270,4,Z02-A02-R02-B01,Storage Z02 A02 R02 B01,Z02,A02,R02,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
271,4,Z02-A02-R03-B01,Storage Z02 A02 R03 B01,Z02,A02,R03,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
272,4,Z02-A02-R04-B01,Storage Z02 A02 R04 B01,Z02,A02,R04,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
273,4,Z02-A02-R05-B01,Storage Z02 A02 R05 B01,Z02,A02,R05,B01,storage,mixed,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
274,4,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
275,4,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
276,4,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
277,4,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
278,4,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
279,4,P01-A02-R01-B01,Picking P01 A02 R01 B01,P01,A02,R01,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
280,4,P01-A02-R02-B01,Picking P01 A02 R02 B01,P01,A02,R02,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
281,4,P01-A02-R03-B01,Picking P01 A02 R03 B01,P01,A02,R03,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
282,4,P01-A02-R04-B01,Picking P01 A02 R04 B01,P01,A02,R04,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
283,4,P01-A02-R05-B01,Picking P01 A02 R05 B01,P01,A02,R05,B01,picking,mixed,5130.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
284,4,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
285,4,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
286,4,DSP-03,Dispatch Staging 03,DSP,,,,dispatch,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
287,4,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,7125.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
288,4,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,7125.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
289,4,RET-01,Returns Area 01,RET,,,,returns,covered,4987.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
290,4,RET-02,Returns Area 02,RET,,,,returns,covered,4987.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
291,4,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,4987.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
292,4,DMG-02,Damage Hold Area 02,DMG,,,,damage,covered,4987.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
293,4,STG-01,Staging Area 01,STG,,,,staging,covered,6650.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
294,4,STG-02,Staging Area 02,STG,,,,staging,covered,6650.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
295,4,STG-03,Staging Area 03,STG,,,,staging,covered,6650.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
296,5,REC-01,Receiving Bay 01,REC,,,,receiving,covered,7853.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
297,5,REC-02,Receiving Bay 02,REC,,,,receiving,covered,7853.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
298,5,REC-03,Receiving Bay 03,REC,,,,receiving,covered,7853.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
299,5,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
300,5,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
301,5,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
302,5,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
303,5,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
304,5,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
305,5,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
306,5,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
307,5,Z01-A02-R04-B01,Storage Z01 A02 R04 B01,Z01,A02,R04,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
308,5,Z01-A02-R05-B01,Storage Z01 A02 R05 B01,Z01,A02,R05,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
309,5,Z01-A03-R01-B01,Storage Z01 A03 R01 B01,Z01,A03,R01,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
310,5,Z01-A03-R02-B01,Storage Z01 A03 R02 B01,Z01,A03,R02,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
311,5,Z01-A03-R03-B01,Storage Z01 A03 R03 B01,Z01,A03,R03,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
312,5,Z01-A03-R04-B01,Storage Z01 A03 R04 B01,Z01,A03,R04,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
313,5,Z01-A03-R05-B01,Storage Z01 A03 R05 B01,Z01,A03,R05,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
314,5,Z01-A04-R01-B01,Storage Z01 A04 R01 B01,Z01,A04,R01,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
315,5,Z01-A04-R02-B01,Storage Z01 A04 R02 B01,Z01,A04,R02,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
316,5,Z01-A04-R03-B01,Storage Z01 A04 R03 B01,Z01,A04,R03,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
317,5,Z01-A04-R04-B01,Storage Z01 A04 R04 B01,Z01,A04,R04,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
318,5,Z01-A04-R05-B01,Storage Z01 A04 R05 B01,Z01,A04,R05,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
319,5,Z02-A01-R01-B01,Storage Z02 A01 R01 B01,Z02,A01,R01,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
320,5,Z02-A01-R02-B01,Storage Z02 A01 R02 B01,Z02,A01,R02,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
321,5,Z02-A01-R03-B01,Storage Z02 A01 R03 B01,Z02,A01,R03,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
322,5,Z02-A01-R04-B01,Storage Z02 A01 R04 B01,Z02,A01,R04,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
323,5,Z02-A01-R05-B01,Storage Z02 A01 R05 B01,Z02,A01,R05,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
324,5,Z02-A02-R01-B01,Storage Z02 A02 R01 B01,Z02,A02,R01,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
325,5,Z02-A02-R02-B01,Storage Z02 A02 R02 B01,Z02,A02,R02,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
326,5,Z02-A02-R03-B01,Storage Z02 A02 R03 B01,Z02,A02,R03,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
327,5,Z02-A02-R04-B01,Storage Z02 A02 R04 B01,Z02,A02,R04,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
328,5,Z02-A02-R05-B01,Storage Z02 A02 R05 B01,Z02,A02,R05,B01,storage,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
329,5,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
