customer_id,customer_code,customer_name,customer_type,contact_person,phone,email,gstin,state_code,billing_address_line1,billing_address_line2,billing_city,billing_state,billing_postal_code,country,payment_term_id,credit_limit,customer_status,created_date,created_by,updated_date,updated_by
89,CUST0089,Hillbridge Fleet Systems,OEM / Institutional,Nikhil Nair,0836-4108089,commercial@hillbridgefleetsystems.example,SYN-29-000089,29,"Plot 29, Business Park","Sector 6, Hubballi Business District",Hubballi,Karnataka,580107,India,4,1885000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
90,CUST0090,Greenfield Industrial Distribution,Distributor,Arjun Nair,0265-4108090,orders@greenfieldindustrialdistribution.example,SYN-24-000090,24,"Plot 30, Industrial Area","Sector 7, Surat Business District",Surat,Gujarat,395110,India,3,2518000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
91,CUST0091,Parkbridge Industrial Distribution,Distributor,Vikram Nair,040-4108091,sales@parkbridgeindustrialdistribution.example,SYN-36-000091,36,"Plot 31, Industrial Estate","Sector 8, Hyderabad Business District",Hyderabad,Telangana,500114,India,5,1003000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
92,CUST0092,Metrofield Process Industries,Industrial,Siddharth Nair,0712-4108092,commercial@metrofieldprocessindustries.example,SYN-27-000092,27,"Plot 32, Logistics Park",,Nashik,Maharashtra,422137,India,7,7897000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
93,CUST0093,Asterline Auto Distribution,Distributor,Aditya Nair,011-4108093,orders@asterlineautodistribution.example,SYN-07-000093,07,"Plot 33, Commercial Zone","Sector 10, New Delhi Business District",New Delhi,Delhi,110101,India,1,730000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
94,CUST0094,Westbridge Engineering Works,Industrial,Rahul Nair,0870-4108094,procurement@westbridgeengineeringworks.example,SYN-36-000094,36,"Plot 34, Business Park","Sector 11, Warangal Business District",Warangal,Telangana,506111,India,2,6290000.0,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
95,CUST0095,Crestmark Auto Distribution,Distributor,Neeraj Nair,0836-4108095,commercial@crestmarkautodistribution.example,SYN-29-000095,29,"Plot 35, Industrial Area","Sector 12, Bengaluru Business District",Bengaluru,Karnataka,560109,India,3,2538000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
96,CUST0096,Pioneer Auto Distribution,Distributor,Amit Nair,0821-4108096,orders@pioneerautodistribution.example,SYN-29-000096,29,"Plot 36, Industrial Estate",,Mysuru,Karnataka,570102,India,3,2245000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
97,CUST0097,Riverton Engineering Works,Industrial,Aarav Rao,0731-4108097,procurement@rivertonengineeringworks.example,SYN-23-000097,23,"Plot 37, Logistics Park","Sector 2, Bhopal Business District",Bhopal,Madhya Pradesh,462111,India,3,4398000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
98,CUST0098,Northfield Equipment Manufacturing,OEM / Institutional,Ishaan Rao,022-4108098,commercial@northfieldequipmentmanufacturing.example,SYN-27-000098,27,"Plot 38, Commercial Zone","Sector 3, Nagpur Business District",Nagpur,Maharashtra,440128,India,5,1265000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
99,CUST0099,Silveroak Auto Distribution,Distributor,Rohan Rao,0731-4108099,orders@silveroakautodistribution.example,SYN-23-000099,23,"Plot 39, Business Park","Sector 4, Indore Business District",Indore,Madhya Pradesh,452114,India,3,2678000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
100,CUST0100,Grandwell Equipment Manufacturing,OEM / Institutional,Kunal Rao,0712-4108100,procurement@grandwellequipmentmanufacturing.example,SYN-27-000100,27,"Plot 40, Industrial Area",,Nashik,Maharashtra,422132,India,7,2629000.0,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
101,CUST0101,Summit Equipment Traders,Dealer,Nikhil Rao,020-4108101,commercial@summitequipmenttraders.example,SYN-27-000101,27,"Plot 41, Industrial Estate","Sector 6, Nashik Business District",Nashik,Maharashtra,422117,India,4,1564000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
102,CUST0102,Bluecrest Engineering Works,Industrial,Arjun Rao,0512-4108102,operations@bluecrestengineeringworks.example,SYN-09-000102,09,"Plot 42, Logistics Park","Sector 7, Kanpur Business District",Kanpur,Uttar Pradesh,208105,India,1,4187000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
103,CUST0103,Trident Engineering Works,Industrial,Vikram Rao,0731-4108103,procurement@tridentengineeringworks.example,SYN-23-000103,23,"Plot 43, Commercial Zone","Sector 8, Indore Business District",Indore,Madhya Pradesh,452116,India,7,6355000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
104,CUST0104,Everstone Equipment Traders,Dealer,Siddharth Rao,0422-4108104,commercial@everstoneequipmenttraders.example,SYN-33-000104,33,"Plot 44, Business Park",,Coimbatore,Tamil Nadu,641109,India,4,391000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
105,CUST0105,Harborline Equipment Traders,Dealer,Aditya Rao,011-4108105,accounts@harborlineequipmenttraders.example,SYN-07-000105,07,"Plot 45, Industrial Area","Sector 10, New Delhi Business District",New Delhi,Delhi,110100,India,8,840000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
106,CUST0106,Primegate Equipment Traders,Dealer,Rahul Rao,0870-4108106,sales@primegateequipmenttraders.example,SYN-36-000106,36,"Plot 46, Industrial Estate","Sector 11, Hyderabad Business District",Hyderabad,Telangana,500102,India,5,1454000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
107,CUST0107,Stonefield Equipment Traders,Dealer,Neeraj Rao,0261-4108107,commercial@stonefieldequipmenttraders.example,SYN-24-000107,24,"Plot 47, Logistics Park","Sector 12, Rajkot Business District",Rajkot,Gujarat,360119,India,7,3844000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
108,CUST0108,Clearpath Equipment Traders,Dealer,Amit Rao,0712-4108108,accounts@clearpathequipmenttraders.example,SYN-27-000108,27,"Plot 48, Commercial Zone",,Nagpur,Maharashtra,440113,India,4,2195000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
109,CUST0109,Vertex Auto Distribution,Distributor,Aarav Kulkarni,0731-4108109,sales@vertexautodistribution.example,SYN-23-000109,23,"Plot 49, Business Park","Sector 2, Indore Business District",Indore,Madhya Pradesh,452102,India,5,956000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
110,CUST0110,Oakridge Auto Distribution,Distributor,Ishaan Kulkarni,0265-4108110,commercial@oakridgeautodistribution.example,SYN-24-000110,24,"Plot 50, Industrial Area","Sector 3, Ahmedabad Business District",Ahmedabad,Gujarat,380128,India,5,4958000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
111,CUST0111,Redwood Equipment Manufacturing,OEM / Institutional,Rohan Kulkarni,0253-4108111,sourcing@redwoodequipmentmanufacturing.example,SYN-27-000111,27,"Plot 51, Industrial Estate","Sector 4, Nagpur Business District",Nagpur,Maharashtra,440118,India,2,8006000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
112,CUST0112,Meadowline Auto Distribution,Distributor,Kunal Kulkarni,0281-4108112,sales@meadowlineautodistribution.example,SYN-24-000112,24,"Plot 52, Logistics Park",,Rajkot,Gujarat,360123,India,3,578000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
113,CUST0113,Cedarpoint Equipment Traders,Dealer,Nikhil Kulkarni,0836-4108113,commercial@cedarpointequipmenttraders.example,SYN-29-000113,29,"Plot 53, Commercial Zone","Sector 6, Bengaluru Business District",Bengaluru,Karnataka,560100,India,8,205000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
114,CUST0114,Highland Engineering Works,Industrial,Arjun Kulkarni,0755-4108114,operations@highlandengineeringworks.example,SYN-23-000114,23,"Plot 54, Business Park","Sector 7, Bhopal Business District",Bhopal,Madhya Pradesh,462107,India,2,1759000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
115,CUST0115,Brookfield Auto Distribution,Distributor,Vikram Kulkarni,0261-4108115,sales@brookfieldautodistribution.example,SYN-24-000115,24,"Plot 55, Industrial Area","Sector 8, Surat Business District",Surat,Gujarat,395118,India,3,984000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
116,CUST0116,Eastmark Auto Distribution,Distributor,Siddharth Kulkarni,0281-4108116,commercial@eastmarkautodistribution.example,SYN-24-000116,24,"Plot 56, Industrial Estate",,Surat,Gujarat,395126,India,2,5737000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
117,CUST0117,Fairview Equipment Manufacturing,OEM / Institutional,Aditya Kulkarni,020-4108117,sourcing@fairviewequipmentmanufacturing.example,SYN-27-000117,27,"Plot 57, Logistics Park","Sector 10, Nagpur Business District",Nagpur,Maharashtra,440133,India,3,4080000.0,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
118,CUST0118,Lakeside Auto Distribution,Distributor,Rahul Kulkarni,022-4108118,sales@lakesideautodistribution.example,SYN-27-000118,27,"Plot 58, Commercial Zone","Sector 11, Pune Business District",Pune,Maharashtra,411105,India,4,1095000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
119,CUST0119,Greenridge Equipment Manufacturing,OEM / Institutional,Neeraj Kulkarni,0261-4108119,commercial@greenridgeequipmentmanufacturing.example,SYN-24-000119,24,"Plot 59, Business Park","Sector 12, Ahmedabad Business District",Ahmedabad,Gujarat,380116,India,3,5669000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
120,CUST0120,Metrocrest Engineering Works,Industrial,Amit Kulkarni,0422-4108120,operations@metrocrestengineeringworks.example,SYN-33-000120,33,"Plot 60, Industrial Area",,Chennai,Tamil Nadu,600110,India,2,3418000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
121,CUST0121,Ironvale Equipment Traders,Dealer,Aarav Bansal,0141-4108121,sales@ironvaleequipmenttraders.example,SYN-08-000121,08,"Plot 61, Industrial Estate","Sector 2, Jodhpur Business District",Jodhpur,Rajasthan,342101,India,7,494000.0,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
122,CUST0122,Goldcrest Equipment Traders,Dealer,Ishaan Bansal,0265-4108122,commercial@goldcrestequipmenttraders.example,SYN-24-000122,24,"Plot 62, Logistics Park","Sector 3, Vadodara Business District",Vadodara,Gujarat,390121,India,3,618000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
123,CUST0123,Sunridge Auto Distribution,Distributor,Rohan Bansal,0512-4108123,orders@sunridgeautodistribution.example,SYN-09-000123,09,"Plot 63, Commercial Zone","Sector 4, Kanpur Business District",Kanpur,Uttar Pradesh,208102,India,2,1174000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
124,CUST0124,Brightfield Equipment Manufacturing,OEM / Institutional,Kunal Bansal,0281-4108124,procurement@brightfieldequipmentmanufacturing.example,SYN-24-000124,24,"Plot 64, Business Park",,Rajkot,Gujarat,360115,India,4,6377000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
125,CUST0125,Maplebridge Engineering Works,Industrial,Nikhil Bansal,0731-4108125,commercial@maplebridgeengineeringworks.example,SYN-23-000125,23,"Plot 65, Industrial Area","Sector 6, Indore Business District",Indore,Madhya Pradesh,452104,India,4,1772000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
126,CUST0126,Parkstone Equipment Traders,Dealer,Arjun Bansal,0422-4108126,accounts@parkstoneequipmenttraders.example,SYN-33-000126,33,"Plot 66, Industrial Estate","Sector 7, Coimbatore Business District",Coimbatore,Tamil Nadu,641103,India,5,745000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
127,CUST0127,Riveroak Equipment Traders,Dealer,Vikram Bansal,040-4108127,sales@riveroakequipmenttraders.example,SYN-36-000127,36,"Plot 67, Logistics Park","Sector 8, Warangal Business District",Warangal,Telangana,506113,India,8,1391000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
128,CUST0128,Crownfield Equipment Traders,Dealer,Siddharth Bansal,0291-4108128,commercial@crownfieldequipmenttraders.example,SYN-08-000128,08,"Plot 68, Commercial Zone",,Jodhpur,Rajasthan,342113,India,2,911000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
129,CUST0129,Falconridge Equipment Traders,Dealer,Aditya Bansal,020-4108129,accounts@falconridgeequipmenttraders.example,SYN-27-000129,27,"Plot 69, Business Park","Sector 10, Nagpur Business District",Nagpur,Maharashtra,440103,India,4,1539000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
130,CUST0130,Horizon Equipment Manufacturing,OEM / Institutional,Rahul Bansal,0870-4108130,procurement@horizonequipmentmanufacturing.example,SYN-36-000130,36,"Plot 70, Industrial Area","Sector 11, Warangal Business District",Warangal,Telangana,506109,India,3,9733000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
131,CUST0131,Meridian Auto Distribution,Distributor,Neeraj Bansal,0253-4108131,commercial@meridianautodistribution.example,SYN-27-000131,27,"Plot 71, Industrial Estate","Sector 12, Nashik Business District",Nashik,Maharashtra,422122,India,4,954000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
132,CUST0132,Granite Auto Distribution,Distributor,Amit Bansal,0821-4108132,orders@graniteautodistribution.example,SYN-29-000132,29,"Plot 72, Logistics Park",,Hubballi,Karnataka,580119,India,2,2568000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
133,CUST0133,Oakfield Auto Distribution,Distributor,Aarav Menon,020-4108133,sales@oakfieldautodistribution.example,SYN-27-000133,27,"Plot 73, Commercial Zone","Sector 2, Navi Mumbai Business District",Navi Mumbai,Maharashtra,400111,India,5,3088000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
134,CUST0134,Westgate Engineering Works,Industrial,Ishaan Menon,0755-4108134,commercial@westgateengineeringworks.example,SYN-23-000134,23,"Plot 74, Business Park","Sector 3, Bhopal Business District",Bhopal,Madhya Pradesh,462113,India,7,4711000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
135,CUST0135,Blueharbor Engineering Works,Industrial,Rohan Menon,0261-4108135,operations@blueharborengineeringworks.example,SYN-24-000135,24,"Plot 75, Industrial Area","Sector 4, Surat Business District",Surat,Gujarat,395106,India,4,2490000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
136,CUST0136,Crestwood Auto Distribution,Distributor,Kunal Menon,080-4108136,sales@crestwoodautodistribution.example,SYN-29-000136,29,"Plot 76, Industrial Estate",,Mysuru,Karnataka,570114,India,5,5089000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
137,CUST0137,Northstar Auto Distribution,Distributor,Nikhil Menon,079-4108137,commercial@northstarautodistribution.example,SYN-24-000137,24,"Plot 77, Logistics Park","Sector 6, Surat Business District",Surat,Gujarat,395122,India,1,2358000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
138,CUST0138,Aspenridge Engineering Works,Industrial,Arjun Menon,0821-4108138,operations@aspenridgeengineeringworks.example,SYN-29-000138,29,"Plot 78, Commercial Zone","Sector 7, Mysuru Business District",Mysuru,Karnataka,570108,India,2,4526000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
139,CUST0139,Silverline Equipment Traders,Dealer,Vikram Menon,0253-4108139,sales@silverlineequipmenttraders.example,SYN-27-000139,27,"Plot 79, Business Park","Sector 8, Nagpur Business District",Nagpur,Maharashtra,440123,India,5,853000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
140,CUST0140,Summitgate Equipment Traders,Dealer,Siddharth Menon,0870-4108140,commercial@summitgateequipmenttraders.example,SYN-36-000140,36,"Plot 10, Industrial Area",,Hyderabad,Telangana,500108,India,4,1014000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
141,CUST0141,Pinecrest Auto Distribution,Distributor,Aditya Menon,0821-4108141,orders@pinecrestautodistribution.example,SYN-29-000141,29,"Plot 11, Industrial Estate","Sector 10, Mysuru Business District",Mysuru,Karnataka,570120,India,6,2914000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
142,CUST0142,Clearbrook Auto Distribution,Distributor,Rahul Menon,0120-4108142,sales@clearbrookautodistribution.example,SYN-09-000142,09,"Plot 12, Logistics Park","Sector 11, Noida Business District",Noida,Uttar Pradesh,201103,India,2,774000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
143,CUST0143,Evergreen Equipment Manufacturing,OEM / Institutional,Neeraj Menon,0261-4108143,commercial@evergreenequipmentmanufacturing.example,SYN-24-000143,24,"Plot 13, Commercial Zone","Sector 12, Ahmedabad Business District",Ahmedabad,Gujarat,380100,India,6,2551000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
144,CUST0144,Hillmark Equipment Manufacturing,OEM / Institutional,Amit Menon,0712-4108144,sourcing@hillmarkequipmentmanufacturing.example,SYN-27-000144,27,"Plot 14, Business Park",,Chhatrapati Sambhajinagar,Maharashtra,431119,India,6,3578000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
145,CUST0145,Stonegate Engineering Works,Industrial,Aarav Mehta,0731-4108145,procurement@stonegateengineeringworks.example,SYN-23-000145,23,"Plot 15, Industrial Area","Sector 2, Indore Business District",Indore,Madhya Pradesh,452110,India,3,4303000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
146,CUST0146,Ridgefield Equipment Manufacturing,OEM / Institutional,Ishaan Mehta,0836-4108146,commercial@ridgefieldequipmentmanufacturing.example,SYN-29-000146,29,"Plot 16, Industrial Estate","Sector 3, Bengaluru Business District",Bengaluru,Karnataka,560118,India,2,5248000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
147,CUST0147,Brightstone Equipment Traders,Dealer,Rohan Mehta,0731-4108147,accounts@brightstoneequipmenttraders.example,SYN-23-000147,23,"Plot 17, Logistics Park","Sector 4, Bhopal Business District",Bhopal,Madhya Pradesh,462101,India,7,3939000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
148,CUST0148,Grandridge Engineering Works,Industrial,Kunal Mehta,0281-4108148,procurement@grandridgeengineeringworks.example,SYN-24-000148,24,"Plot 18, Commercial Zone",,Ahmedabad,Gujarat,380124,India,3,3710000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
149,CUST0149,Linden Auto Distribution,Distributor,Nikhil Mehta,079-4108149,commercial@lindenautodistribution.example,SYN-24-000149,24,"Plot 19, Business Park","Sector 6, Ahmedabad Business District",Ahmedabad,Gujarat,380120,India,5,2331000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
150,CUST0150,Redcrest Equipment Traders,Dealer,Arjun Mehta,0870-4108150,accounts@redcrestequipmenttraders.example,SYN-36-000150,36,"Plot 20, Industrial Area","Sector 7, Warangal Business District",Warangal,Telangana,506103,India,3,576000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
151,CUST0151,Westfield Equipment Manufacturing,OEM / Institutional,Vikram Mehta,0253-4108151,procurement@westfieldequipmentmanufacturing.example,SYN-27-000151,27,"Plot 21, Industrial Estate","Sector 8, Nagpur Business District",Nagpur,Maharashtra,440108,India,1,2842000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
152,CUST0152,Eastbridge Equipment Traders,Dealer,Siddharth Mehta,0422-4108152,commercial@eastbridgeequipmenttraders.example,SYN-33-000152,33,"Plot 22, Logistics Park",,Coimbatore,Tamil Nadu,641111,India,3,896000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
153,CUST0153,Oakstone Auto Distribution,Distributor,Aditya Mehta,040-4108153,orders@oakstoneautodistribution.example,SYN-36-000153,36,"Plot 23, Commercial Zone","Sector 10, Warangal Business District",Warangal,Telangana,506101,India,3,1328000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
154,CUST0154,Rivercrest Auto Distribution,Distributor,Rahul Mehta,0265-4108154,sales@rivercrestautodistribution.example,SYN-24-000154,24,"Plot 24, Business Park","Sector 11, Surat Business District",Surat,Gujarat,395114,India,2,3622000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
155,CUST0155,Highpoint Equipment Manufacturing,OEM / Institutional,Neeraj Mehta,0141-4108155,commercial@highpointequipmentmanufacturing.example,SYN-08-000155,08,"Plot 25, Industrial Area","Sector 12, Jaipur Business District",Jaipur,Rajasthan,302114,India,3,5802000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
156,CUST0156,Fairmont Equipment Traders,Dealer,Amit Mehta,0712-4108156,accounts@fairmontequipmenttraders.example,SYN-27-000156,27,"Plot 26, Industrial Estate",,Chhatrapati Sambhajinagar,Maharashtra,431139,India,3,1533000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
157,CUST0157,Bluefield Engineering Works,Industrial,Aarav Shah,079-4108157,procurement@bluefieldengineeringworks.example,SYN-24-000157,24,"Plot 27, Logistics Park","Sector 2, Ahmedabad Business District",Ahmedabad,Gujarat,380108,India,4,5713000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
158,CUST0158,Cedarcrest Auto Distribution,Distributor,Ishaan Shah,0836-4108158,commercial@cedarcrestautodistribution.example,SYN-29-000158,29,"Plot 28, Commercial Zone","Sector 3, Hubballi Business District",Hubballi,Karnataka,580116,India,3,1876000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
159,CUST0159,Northgate Equipment Manufacturing,OEM / Institutional,Rohan Shah,0832-4108159,sourcing@northgateequipmentmanufacturing.example,SYN-30-000159,30,"Plot 29, Business Park","Sector 4, Margao Business District",Margao,Goa,403101,India,3,6317000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
160,CUST0160,Greenstone Equipment Manufacturing,OEM / Institutional,Kunal Shah,0281-4108160,procurement@greenstoneequipmentmanufacturing.example,SYN-24-000160,24,"Plot 30, Industrial Area",,Rajkot,Gujarat,360103,India,7,822000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
161,CUST0161,Primebridge Auto Distribution,Distributor,Nikhil Shah,0141-4108161,commercial@primebridgeautodistribution.example,SYN-08-000161,08,"Plot 31, Industrial Estate","Sector 6, Jodhpur Business District",Jodhpur,Rajasthan,342103,India,4,6731000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
162,CUST0162,Ironridge Auto Distribution,Distributor,Arjun Shah,0265-4108162,orders@ironridgeautodistribution.example,SYN-24-000162,24,"Plot 32, Logistics Park","Sector 7, Rajkot Business District",Rajkot,Gujarat,360107,India,2,457000.0,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
163,CUST0163,Silvercrest Equipment Traders,Dealer,Vikram Shah,040-4108163,sales@silvercrestequipmenttraders.example,SYN-36-000163,36,"Plot 33, Commercial Zone","Sector 8, Hyderabad Business District",Hyderabad,Telangana,500112,India,5,2054000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
164,CUST0164,Maplefield Equipment Traders,Dealer,Siddharth Shah,0712-4108164,commercial@maplefieldequipmenttraders.example,SYN-27-000164,27,"Plot 34, Business Park",,Chhatrapati Sambhajinagar,Maharashtra,431134,India,6,605000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
165,CUST0165,Crestline Auto Distribution,Distributor,Aditya Shah,0512-4108165,orders@crestlineautodistribution.example,SYN-09-000165,09,"Plot 35, Industrial Area","Sector 10, Lucknow Business District",Lucknow,Uttar Pradesh,226104,India,4,1867000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
166,CUST0166,Pinebridge Auto Distribution,Distributor,Rahul Shah,0265-4108166,sales@pinebridgeautodistribution.example,SYN-24-000166,24,"Plot 36, Industrial Estate","Sector 11, Vadodara Business District",Vadodara,Gujarat,390113,India,4,1888000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
167,CUST0167,Meadowcrest Auto Distribution,Distributor,Neeraj Shah,0522-4108167,commercial@meadowcrestautodistribution.example,SYN-09-000167,09,"Plot 37, Logistics Park","Sector 12, Kanpur Business District",Kanpur,Uttar Pradesh,208108,India,3,3334000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
168,CUST0168,Stonebridge Equipment Traders,Dealer,Amit Shah,0281-4108168,accounts@stonebridgeequipmenttraders.example,SYN-24-000168,24,"Plot 38, Commercial Zone",,Ahmedabad,Gujarat,380104,India,3,610000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
169,CUST0169,Grandfield Equipment Traders,Dealer,Aarav Kapoor,011-4108169,sales@grandfieldequipmenttraders.example,SYN-07-000169,07,"Plot 39, Business Park","Sector 2, New Delhi Business District",New Delhi,Delhi,110107,India,3,282000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
170,CUST0170,Harborcrest Engineering Works,Industrial,Ishaan Kapoor,0836-4108170,commercial@harborcrestengineeringworks.example,SYN-29-000170,29,"Plot 40, Industrial Area","Sector 3, Bengaluru Business District",Bengaluru,Karnataka,560106,India,1,1506000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
171,CUST0171,Redbridge Auto Distribution,Distributor,Rohan Kapoor,0261-4108171,orders@redbridgeautodistribution.example,SYN-24-000171,24,"Plot 41, Industrial Estate","Sector 4, Ahmedabad Business District",Ahmedabad,Gujarat,380112,India,3,2530000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
172,CUST0172,Clearfield Equipment Traders,Dealer,Kunal Kapoor,011-4108172,sales@clearfieldequipmenttraders.example,SYN-07-000172,07,"Plot 42, Logistics Park",,New Delhi,Delhi,110103,India,1,398000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
173,CUST0173,Westcrest Engineering Works,Industrial,Nikhil Kapoor,011-4108173,commercial@westcrestengineeringworks.example,SYN-07-000173,07,"Plot 43, Commercial Zone","Sector 6, New Delhi Business District",New Delhi,Delhi,110104,India,3,1605000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
174,CUST0174,Summitfield Equipment Manufacturing,OEM / Institutional,Arjun Kapoor,0422-4108174,sourcing@summitfieldequipmentmanufacturing.example,SYN-33-000174,33,"Plot 44, Business Park","Sector 7, Chennai Business District",Chennai,Tamil Nadu,600106,India,4,5009000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
175,CUST0175,Oakbridge Auto Distribution,Distributor,Vikram Kapoor,0253-4108175,sales@oakbridgeautodistribution.example,SYN-27-000175,27,"Plot 45, Industrial Area","Sector 8, Pune Business District",Pune,Maharashtra,411125,India,3,1396000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
176,CUST0176,Ridgecrest Engineering Works,Industrial,Siddharth Kapoor,0755-4108176,commercial@ridgecrestengineeringworks.example,SYN-23-000176,23,"Plot 46, Industrial Estate",,Indore,Madhya Pradesh,452100,India,1,3085000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
177,CUST0177,Everfield Equipment Manufacturing,OEM / Institutional,Aditya Kapoor,020-4108177,sourcing@everfieldequipmentmanufacturing.example,SYN-27-000177,27,"Plot 47, Logistics Park","Sector 10, Navi Mumbai Business District",Navi Mumbai,Maharashtra,400116,India,5,2673000.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
