product_supplier_id,product_id,supplier_id,supplier_product_code,supplier_product_name,purchase_uom_id,unit_purchase_price,minimum_order_quantity,lead_time_days,is_primary_source,relationship_status,effective_from,effective_to,created_date,created_by,updated_date,updated_by
921,385,16,SUP016-ADF-0385,Crestfield AutoShift ATF Synthetic (3 L),6,830.82,15.0,6,False,active,2025-10-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
922,386,12,SUP012-ADF-0386,Stonebridge TransGuard ATF Synthetic (5 L),6,1282.27,7.0,7,True,active,2024-01-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
923,387,14,SUP014-ADF-0387,Ridgewell TransFlow ATF Multi-Vehicle (10 L),6,2247.06,8.0,2,True,active,2025-02-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
924,387,5,SUP005-ADF-0387,Ridgewell TransFlow ATF Multi-Vehicle (10 L),6,2295.75,6.0,12,False,active,2025-07-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
925,388,3,SUP003-ADF-0388,Millbrook ShiftCore ATF Multi-Vehicle (15 L),6,3152.4,6.0,11,False,inactive,2024-11-01,2025-12-24,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
926,388,13,SUP013-ADF-0388,Millbrook ShiftCore ATF Multi-Vehicle (15 L),6,3412.69,7.0,8,False,inactive,2023-10-01,2025-02-28,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
927,388,5,SUP005-ADF-0388,Millbrook ShiftCore ATF Multi-Vehicle (15 L),6,3164.28,6.0,10,False,inactive,2024-09-15,2025-10-14,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
928,389,7,SUP007-ADF-0389,Highpoint AutoShift ATF Multi-Vehicle (20 L),6,4550.38,7.0,14,False,active,2024-01-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
929,389,11,SUP011-ADF-0389,Highpoint AutoShift ATF Multi-Vehicle (20 L),6,4525.9,7.0,4,True,active,2024-01-13,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
930,389,5,SUP005-ADF-0389,Highpoint AutoShift ATF Multi-Vehicle (20 L),6,4318.22,6.0,10,False,active,2024-12-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
931,390,21,SUP021-ADF-0390,Fieldmark TransGuard ATF Multi-Vehicle (25 L),6,6523.65,6.0,31,False,active,2025-02-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
932,390,6,SUP006-ADF-0390,Fieldmark TransGuard ATF Multi-Vehicle (25 L),6,5229.21,6.0,9,True,active,2024-07-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
933,391,9,SUP009-ADF-0391,Northmark ManualCore 75W-80 (1 L),6,230.34,14.0,7,False,inactive,2024-07-03,2025-10-27,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
934,392,1,SUP001-ADF-0392,Ironcrest ShiftForce 75W-80 (1.2 L),6,271.61,11.0,5,True,active,2024-05-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
935,392,8,SUP008-ADF-0392,Ironcrest ShiftForce 75W-80 (1.2 L),6,255.23,12.0,10,False,active,2025-04-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
936,392,18,SUP018-ADF-0392,Ironcrest ShiftForce 75W-80 (1.2 L),6,288.66,16.0,6,False,active,2025-11-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
937,393,17,SUP017-ADF-0393,Redstone GearFlow 75W-80 (3 L),6,702.04,14.0,7,False,active,2025-06-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
938,393,8,SUP008-ADF-0393,Redstone GearFlow 75W-80 (3 L),6,636.96,13.0,13,False,active,2024-04-24,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
939,393,9,SUP009-ADF-0393,Redstone GearFlow 75W-80 (3 L),6,738.96,13.0,5,True,active,2025-07-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
940,394,8,SUP008-ADF-0394,Westmark DriveShift 75W-80 (5 L),6,1042.32,6.0,12,False,active,2024-05-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
941,394,10,SUP010-ADF-0394,Westmark DriveShift 75W-80 (5 L),6,1136.98,7.0,5,True,active,2024-01-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
942,394,11,SUP011-ADF-0394,Westmark DriveShift 75W-80 (5 L),6,1239.36,7.0,8,False,active,2024-05-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
943,395,6,SUP006-ADF-0395,Crestfield ManualCore 75W-90 (10 L),6,2133.13,6.0,11,True,active,2024-01-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
944,395,8,SUP008-ADF-0395,Crestfield ManualCore 75W-90 (10 L),6,2137.6,6.0,9,False,active,2024-02-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
945,395,16,SUP016-ADF-0395,Crestfield ManualCore 75W-90 (10 L),6,2519.05,7.0,4,False,active,2025-05-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
946,395,7,SUP007-ADF-0395,Crestfield ManualCore 75W-90 (10 L),6,2301.76,7.0,11,False,active,2024-04-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
947,396,13,SUP013-ADF-0396,Stonebridge ShiftForce 75W-90 (15 L),6,3425.81,7.0,4,True,active,2024-06-14,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
948,397,21,SUP021-ADF-0397,Ridgewell GearFlow 75W-90 (20 L),6,4949.56,5.0,31,False,active,2025-06-01,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
949,397,5,SUP005-ADF-0397,Ridgewell GearFlow 75W-90 (20 L),6,4498.38,5.0,14,False,active,2024-07-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
950,397,8,SUP008-ADF-0397,Ridgewell GearFlow 75W-90 (20 L),6,4384.47,5.0,13,False,active,2025-04-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
951,397,17,SUP017-ADF-0397,Ridgewell GearFlow 75W-90 (20 L),6,4724.48,8.0,8,True,active,2025-11-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
952,398,18,SUP018-ADF-0398,Millbrook DriveShift 75W-90 (25 L),6,5987.66,7.0,5,True,active,2025-05-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
953,399,7,SUP007-ADF-0399,Highpoint ManualCore 80W (30 L),6,6398.55,5.0,12,False,active,2025-07-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
954,399,15,SUP015-ADF-0399,Highpoint ManualCore 80W (30 L),6,7386.09,8.0,9,True,active,2025-07-13,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
955,400,13,SUP013-ADF-0400,Fieldmark ShiftForce 80W (50 L),6,11704.61,2.0,5,True,active,2024-06-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
956,400,7,SUP007-ADF-0400,Fieldmark ShiftForce 80W (50 L),6,10825.07,2.0,12,False,active,2024-11-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
957,400,21,SUP021-ADF-0400,Fieldmark ShiftForce 80W (50 L),6,12204.02,2.0,29,False,active,2024-08-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
958,400,4,SUP004-ADF-0400,Fieldmark ShiftForce 80W (50 L),6,11304.64,2.0,7,False,active,2024-06-06,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
959,401,10,SUP010-ADF-0401,Northmark GearFlow 80W (55 L),6,12781.31,2.0,4,True,active,2024-11-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
960,401,13,SUP013-ADF-0401,Northmark GearFlow 80W (55 L),6,13226.17,2.0,8,False,active,2024-04-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
961,402,1,SUP001-ADF-0402,Ironcrest DriveShift 80W (180 L),6,38534.57,2.0,7,True,active,2024-05-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
962,402,12,SUP012-ADF-0402,Ironcrest DriveShift 80W (180 L),6,40397.91,2.0,8,False,active,2024-10-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
963,403,7,SUP007-ADF-0403,Redstone ManualCore 75W-80 (210 L),6,42871.52,1.0,12,False,active,2024-08-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
964,403,2,SUP002-ADF-0403,Redstone ManualCore 75W-80 (210 L),6,41785.62,1.0,10,False,active,2025-07-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
965,403,1,SUP001-ADF-0403,Redstone ManualCore 75W-80 (210 L),6,42730.83,1.0,8,True,active,2024-12-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
966,403,14,SUP014-ADF-0403,Redstone ManualCore 75W-80 (210 L),6,46177.61,1.0,3,False,active,2025-06-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
967,404,4,SUP004-ADF-0404,Westmark ShiftForce 75W-80 (1000 L),1,208.77,1050.0,7,False,inactive,2025-01-20,2025-09-11,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
968,404,20,SUP020-ADF-0404,Westmark ShiftForce 75W-80 (1000 L),1,217.72,850.0,24,False,inactive,2025-04-30,2025-12-13,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
969,405,13,SUP013-ADF-0405,Crestfield GearFlow 75W-80 (800 ML),6,185.78,16.0,7,False,inactive,2024-06-24,2025-04-10,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
970,405,19,SUP019-ADF-0405,Crestfield GearFlow 75W-80 (800 ML),6,198.78,15.0,6,False,inactive,2025-03-01,2025-08-18,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
971,405,4,SUP004-ADF-0405,Crestfield GearFlow 75W-80 (800 ML),6,174.57,12.0,5,False,inactive,2024-07-23,2025-11-06,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
972,405,17,SUP017-ADF-0405,Crestfield GearFlow 75W-80 (800 ML),6,198.89,16.0,8,False,inactive,2024-02-11,2025-04-11,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
973,406,1,SUP001-ADF-0406,Stonebridge DriveShift 75W-80 (1 L),6,207.56,14.0,8,True,active,2024-10-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
974,406,11,SUP011-ADF-0406,Stonebridge DriveShift 75W-80 (1 L),6,249.38,12.0,8,False,active,2025-03-14,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
975,407,18,SUP018-ADF-0407,Ridgewell ManualCore 75W-90 (1.2 L),6,300.22,13.0,3,True,active,2024-10-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
976,407,7,SUP007-ADF-0407,Ridgewell ManualCore 75W-90 (1.2 L),6,273.2,12.0,12,False,active,2024-09-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
977,408,2,SUP002-ADF-0408,Millbrook ShiftForce 75W-90 (3 L),6,632.15,12.0,10,False,active,2024-11-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
978,408,12,SUP012-ADF-0408,Millbrook ShiftForce 75W-90 (3 L),6,679.48,13.0,6,True,active,2025-04-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
979,408,8,SUP008-ADF-0408,Millbrook ShiftForce 75W-90 (3 L),6,669.76,13.0,13,False,active,2025-07-06,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
980,409,11,SUP011-ADF-0409,Highpoint GearFlow 75W-90 (5 L),6,1147.67,7.0,8,False,active,2025-10-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
981,409,18,SUP018-ADF-0409,Highpoint GearFlow 75W-90 (5 L),6,1173.64,6.0,4,True,active,2025-05-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
982,409,21,SUP021-ADF-0409,Highpoint GearFlow 75W-90 (5 L),6,1323.74,6.0,29,False,active,2024-11-05,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
983,410,14,SUP014-ADF-0410,Fieldmark DriveShift 75W-90 (10 L),6,2442.34,8.0,7,True,active,2024-10-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
984,410,12,SUP012-ADF-0410,Fieldmark DriveShift 75W-90 (10 L),6,2435.25,8.0,5,False,active,2024-01-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
985,410,10,SUP010-ADF-0410,Fieldmark DriveShift 75W-90 (10 L),6,2441.13,8.0,5,False,active,2024-10-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
986,411,1,SUP001-ADF-0411,Northmark ManualCore 80W (15 L),6,3165.49,6.0,7,True,active,2024-03-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
987,411,2,SUP002-ADF-0411,Northmark ManualCore 80W (15 L),6,3150.48,7.0,12,False,active,2024-09-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
988,412,7,SUP007-ADF-0412,Ironcrest ShiftForce 80W (20 L),6,4244.02,7.0,11,True,active,2024-02-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
989,412,6,SUP006-ADF-0412,Ironcrest ShiftForce 80W (20 L),6,4301.59,6.0,10,False,active,2024-03-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
990,413,5,SUP005-ADF-0413,Redstone GearFlow 80W (25 L),6,5611.52,6.0,13,False,active,2024-03-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
991,413,11,SUP011-ADF-0413,Redstone GearFlow 80W (25 L),6,5854.5,7.0,9,False,active,2025-12-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
992,413,18,SUP018-ADF-0413,Redstone GearFlow 80W (25 L),6,6219.16,7.0,4,True,active,2025-02-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
993,414,1,SUP001-ADF-0414,Westmark DriveShift 80W (30 L),6,6380.12,7.0,7,True,active,2025-03-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
994,414,2,SUP002-ADF-0414,Westmark DriveShift 80W (30 L),6,6271.93,7.0,13,False,active,2025-11-16,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
995,415,8,SUP008-ADF-0415,Crestfield ManualCore 75W-80 (50 L),6,11024.29,2.0,10,False,inactive,2024-04-21,2025-04-17,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
996,415,12,SUP012-ADF-0415,Crestfield ManualCore 75W-80 (50 L),6,11757.73,3.0,5,False,inactive,2023-08-28,2025-02-06,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
997,416,7,SUP007-ADF-0416,Stonebridge ShiftForce 75W-80 (55 L),6,12492.73,2.0,11,True,active,2024-06-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
998,416,11,SUP011-ADF-0416,Stonebridge ShiftForce 75W-80 (55 L),6,12916.39,2.0,6,False,active,2024-08-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
999,417,2,SUP002-ADF-0417,Ridgewell GearFlow 75W-80 (180 L),6,36763.79,2.0,14,False,active,2024-08-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1000,417,13,SUP013-ADF-0417,Ridgewell GearFlow 75W-80 (180 L),6,41925.46,2.0,8,True,active,2024-06-01,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1001,418,16,SUP016-ADF-0418,Millbrook DriveShift 75W-80 (210 L),6,48996.5,1.0,6,False,active,2024-11-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1002,418,10,SUP010-ADF-0418,Millbrook DriveShift 75W-80 (210 L),6,48972.4,1.0,4,True,active,2025-12-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1003,418,13,SUP013-ADF-0418,Millbrook DriveShift 75W-80 (210 L),6,46093.14,1.0,9,False,active,2024-04-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1004,419,8,SUP008-ADF-0419,Highpoint ManualCore 75W-90 (1000 L),1,190.3,1050.0,12,False,active,2024-11-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1005,419,5,SUP005-ADF-0419,Highpoint ManualCore 75W-90 (1000 L),1,199.21,1200.0,13,False,active,2025-01-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1006,419,4,SUP004-ADF-0419,Highpoint ManualCore 75W-90 (1000 L),1,206.23,1000.0,10,True,active,2025-05-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1007,420,4,SUP004-ADF-0420,Fieldmark ShiftForce 75W-90 (800 ML),6,166.89,13.0,8,True,active,2024-05-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1008,420,11,SUP011-ADF-0420,Fieldmark ShiftForce 75W-90 (800 ML),6,198.68,13.0,9,False,active,2025-07-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1009,420,2,SUP002-ADF-0420,Fieldmark ShiftForce 75W-90 (800 ML),6,168.39,13.0,13,False,active,2025-03-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1010,421,7,SUP007-ADF-0421,Northmark GearFlow 75W-90 (1 L),6,212.3,13.0,13,True,active,2025-03-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1011,421,10,SUP010-ADF-0421,Northmark GearFlow 75W-90 (1 L),6,242.45,12.0,7,False,active,2024-01-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1012,421,12,SUP012-ADF-0421,Northmark GearFlow 75W-90 (1 L),6,245.41,15.0,8,False,active,2025-05-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1013,422,6,SUP006-ADF-0422,Ironcrest DriveShift 75W-90 (1.2 L),6,272.78,11.0,6,True,active,2024-03-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1014,423,10,SUP010-ADF-0423,Redstone ManualCore 80W (3 L),6,729.02,14.0,6,True,active,2024-12-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1015,424,11,SUP011-ADF-0424,Westmark ShiftForce 80W (5 L),6,1165.22,7.0,9,False,active,2025-09-27,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1016,424,18,SUP018-ADF-0424,Westmark ShiftForce 80W (5 L),6,1178.23,7.0,7,True,active,2025-01-08,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1017,424,14,SUP014-ADF-0424,Westmark ShiftForce 80W (5 L),6,1222.88,7.0,2,False,active,2024-02-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1018,425,10,SUP010-ADF-0425,Crestfield GearFlow 80W (10 L),6,2473.0,7.0,2,True,active,2024-10-08,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1019,425,12,SUP012-ADF-0425,Crestfield GearFlow 80W (10 L),6,2498.01,6.0,10,False,active,2025-10-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1020,426,12,SUP012-ADF-0426,Stonebridge DriveShift 80W (15 L),6,3745.44,7.0,7,True,active,2024-08-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1021,427,11,SUP011-ADF-0427,Ridgewell ManualCore 75W-80 (20 L),6,4865.55,8.0,8,True,active,2025-04-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1022,427,1,SUP001-ADF-0427,Ridgewell ManualCore 75W-80 (20 L),6,4603.03,5.0,10,False,active,2025-06-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1023,428,14,SUP014-ADF-0428,Millbrook ShiftForce 75W-80 (25 L),6,6124.5,6.0,6,True,active,2025-02-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1024,428,6,SUP006-ADF-0428,Millbrook ShiftForce 75W-80 (25 L),6,5288.02,6.0,7,False,active,2025-09-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1025,428,7,SUP007-ADF-0428,Millbrook ShiftForce 75W-80 (25 L),6,5641.78,6.0,14,False,active,2024-03-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1026,429,3,SUP003-ADF-0429,Highpoint GearFlow 75W-80 (30 L),6,6606.05,7.0,8,False,active,2025-03-14,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1027,429,12,SUP012-ADF-0429,Highpoint GearFlow 75W-80 (30 L),6,7003.88,8.0,8,True,active,2025-07-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1028,430,14,SUP014-ADF-0430,Fieldmark DriveShift 75W-80 (50 L),6,12284.72,2.0,5,False,active,2024-10-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1029,430,15,SUP015-ADF-0430,Fieldmark DriveShift 75W-80 (50 L),6,11702.23,3.0,9,True,active,2025-05-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1030,431,3,SUP003-ADF-0431,Northmark DiffShield 75W-90 (3 L),6,629.85,13.0,12,True,active,2024-02-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1031,432,8,SUP008-ADF-0432,Ironcrest AxleCore 75W-90 (5 L),6,1083.64,7.0,10,False,active,2025-01-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1032,432,3,SUP003-ADF-0432,Ironcrest AxleCore 75W-90 (5 L),6,1063.85,7.0,10,True,active,2025-03-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1033,432,22,SUP022-ADF-0432,Ironcrest AxleCore 75W-90 (5 L),6,1297.11,6.0,19,False,active,2025-01-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1034,432,1,SUP001-ADF-0432,Ironcrest AxleCore 75W-90 (5 L),6,1145.08,5.0,10,False,active,2025-08-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1035,433,15,SUP015-ADF-0433,Redstone DriveDiff 75W-90 (10 L),6,2386.6,7.0,6,True,active,2025-09-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1036,434,10,SUP010-ADF-0434,Westmark FinalGuard 75W-90 (15 L),6,3690.66,7.0,5,False,active,2024-05-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1037,434,6,SUP006-ADF-0434,Westmark FinalGuard 75W-90 (15 L),6,3222.34,6.0,6,False,active,2024-01-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1038,434,11,SUP011-ADF-0434,Westmark FinalGuard 75W-90 (15 L),6,3625.35,8.0,5,True,active,2025-10-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1039,435,3,SUP003-ADF-0435,Crestfield DiffShield 80W-90 (20 L),6,4276.86,7.0,10,False,active,2024-12-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1040,435,1,SUP001-ADF-0435,Crestfield DiffShield 80W-90 (20 L),6,4513.95,6.0,6,True,active,2024-03-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1041,435,4,SUP004-ADF-0435,Crestfield DiffShield 80W-90 (20 L),6,4427.91,5.0,6,False,active,2024-09-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1042,436,13,SUP013-ADF-0436,Stonebridge AxleCore 80W-90 (25 L),6,6074.92,6.0,4,True,active,2024-08-31,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1043,437,17,SUP017-ADF-0437,Ridgewell DriveDiff 80W-90 (30 L),6,7088.08,7.0,10,True,active,2024-08-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1044,437,21,SUP021-ADF-0437,Ridgewell DriveDiff 80W-90 (30 L),6,7759.51,5.0,30,False,active,2024-04-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1045,438,14,SUP014-ADF-0438,Millbrook FinalGuard 80W-90 (50 L),6,12164.9,2.0,7,True,active,2024-01-13,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1046,439,2,SUP002-ADF-0439,Highpoint DiffShield 85W-140 (55 L),6,12540.04,2.0,10,False,active,2024-10-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1047,439,10,SUP010-ADF-0439,Highpoint DiffShield 85W-140 (55 L),6,12607.91,2.0,6,True,active,2025-09-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1048,440,7,SUP007-ADF-0440,Fieldmark AxleCore 85W-140 (180 L),6,38915.01,2.0,10,False,active,2024-10-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1049,440,18,SUP018-ADF-0440,Fieldmark AxleCore 85W-140 (180 L),6,41450.32,2.0,6,True,active,2025-02-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1050,440,9,SUP009-ADF-0440,Fieldmark AxleCore 85W-140 (180 L),6,39496.29,2.0,8,False,active,2024-05-31,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1051,441,2,SUP002-ADF-0441,Northmark DriveDiff 85W-140 (210 L),6,43550.77,1.0,11,False,inactive,2025-07-01,2025-11-18,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1052,441,21,SUP021-ADF-0441,Northmark DriveDiff 85W-140 (210 L),6,49798.53,1.0,28,False,inactive,2024-12-29,2025-03-29,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1053,442,3,SUP003-ADF-0442,Ironcrest FinalGuard 85W-140 (1000 L),1,192.33,950.0,12,True,active,2024-05-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1054,443,5,SUP005-ADF-0443,Redstone DiffShield 75W-90 (800 ML),6,173.66,14.0,11,True,active,2024-04-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1055,443,17,SUP017-ADF-0443,Redstone DiffShield 75W-90 (800 ML),6,190.09,18.0,6,False,active,2025-03-16,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1056,444,5,SUP005-ADF-0444,Westmark AxleCore 75W-90 (1 L),6,216.74,14.0,15,False,inactive,2024-07-08,2025-02-05,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1057,444,13,SUP013-ADF-0444,Westmark AxleCore 75W-90 (1 L),6,240.54,13.0,3,False,inactive,2025-05-15,2025-10-29,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1058,445,10,SUP010-ADF-0445,Crestfield DriveDiff 75W-90 (1.2 L),6,295.16,17.0,7,True,active,2024-04-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1059,445,4,SUP004-ADF-0445,Crestfield DriveDiff 75W-90 (1.2 L),6,263.13,14.0,7,False,active,2025-05-01,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1060,446,16,SUP016-ADF-0446,Stonebridge FinalGuard 75W-90 (3 L),6,736.57,15.0,7,True,active,2025-01-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1061,447,8,SUP008-ADF-0447,Ridgewell DiffShield 80W-90 (5 L),6,1062.75,6.0,8,True,active,2025-07-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1062,447,13,SUP013-ADF-0447,Ridgewell DiffShield 80W-90 (5 L),6,1171.38,8.0,8,False,active,2024-10-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1063,447,3,SUP003-ADF-0447,Ridgewell DiffShield 80W-90 (5 L),6,1114.3,6.0,12,False,active,2024-01-24,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1064,447,5,SUP005-ADF-0447,Ridgewell DiffShield 80W-90 (5 L),6,1047.32,6.0,14,False,active,2025-07-01,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1065,448,12,SUP012-ADF-0448,Millbrook AxleCore 80W-90 (10 L),6,2372.26,8.0,10,False,active,2025-06-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
