product_id,sku,product_name,brand_id,sub_category_id,base_uom_id,pack_type,pack_size,base_quantity_per_pac,viscosity_grade,product_status,created_date,created_by,updated_date,updated_by
386,NR-ADF-0086,Stonebridge TransGuard ATF Synthetic 5 L,6,7,1,Bucket,5 L,5,ATF Synthetic,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
387,NR-ADF-0087,Ridgewell TransFlow ATF Multi-Vehicle 10 L,7,7,1,Bucket,10 L,10,ATF Multi-Vehicle,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
388,NR-ADF-0088,Millbrook ShiftCore ATF Multi-Vehicle 15 L,8,7,1,Bucket,15 L,15,ATF Multi-Vehicle,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
389,NR-ADF-0089,Highpoint AutoShift ATF Multi-Vehicle 20 L,9,7,1,Bucket,20 L,20,ATF Multi-Vehicle,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
390,NR-ADF-0090,Fieldmark TransGuard ATF Multi-Vehicle 25 L,10,7,1,Bucket,25 L,25,ATF Multi-Vehicle,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
391,NR-ADF-0091,Northmark ManualCore 75W-80 1 L,1,8,1,Bottle,1 L,1,75W-80,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
392,NR-ADF-0092,Ironcrest ShiftForce 75W-80 1.2 L,2,8,1,Bottle,1.2 L,1.2,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
393,NR-ADF-0093,Redstone GearFlow 75W-80 3 L,3,8,1,Bottle,3 L,3,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
394,NR-ADF-0094,Westmark DriveShift 75W-80 5 L,4,8,1,Bucket,5 L,5,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
395,NR-ADF-0095,Crestfield ManualCore 75W-90 10 L,5,8,1,Bucket,10 L,10,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
396,NR-ADF-0096,Stonebridge ShiftForce 75W-90 15 L,6,8,1,Bucket,15 L,15,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
397,NR-ADF-0097,Ridgewell GearFlow 75W-90 20 L,7,8,1,Bucket,20 L,20,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
398,NR-ADF-0098,Millbrook DriveShift 75W-90 25 L,8,8,1,Bucket,25 L,25,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
399,NR-ADF-0099,Highpoint ManualCore 80W 30 L,9,8,1,Bucket,30 L,30,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
400,NR-ADF-0100,Fieldmark ShiftForce 80W 50 L,10,8,1,Drum,50 L,50,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
401,NR-ADF-0101,Northmark GearFlow 80W 55 L,1,8,1,Drum,55 L,55,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
402,NR-ADF-0102,Ironcrest DriveShift 80W 180 L,2,8,1,Drum,180 L,180,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
403,NR-ADF-0103,Redstone ManualCore 75W-80 210 L,3,8,1,Barrel,210 L,210,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
404,NR-ADF-0104,Westmark ShiftForce 75W-80 1000 L,4,8,1,Bulk,1000 L,1000,75W-80,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
405,NR-ADF-0105,Crestfield GearFlow 75W-80 800 ML,5,8,1,Bottle,800 ML,0.8,75W-80,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
406,NR-ADF-0106,Stonebridge DriveShift 75W-80 1 L,6,8,1,Bottle,1 L,1,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
407,NR-ADF-0107,Ridgewell ManualCore 75W-90 1.2 L,7,8,1,Bottle,1.2 L,1.2,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
408,NR-ADF-0108,Millbrook ShiftForce 75W-90 3 L,8,8,1,Bottle,3 L,3,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
409,NR-ADF-0109,Highpoint GearFlow 75W-90 5 L,9,8,1,Bucket,5 L,5,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
410,NR-ADF-0110,Fieldmark DriveShift 75W-90 10 L,10,8,1,Bucket,10 L,10,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
411,NR-ADF-0111,Northmark ManualCore 80W 15 L,1,8,1,Bucket,15 L,15,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
412,NR-ADF-0112,Ironcrest ShiftForce 80W 20 L,2,8,1,Bucket,20 L,20,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
413,NR-ADF-0113,Redstone GearFlow 80W 25 L,3,8,1,Bucket,25 L,25,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
414,NR-ADF-0114,Westmark DriveShift 80W 30 L,4,8,1,Bucket,30 L,30,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
415,NR-ADF-0115,Crestfield ManualCore 75W-80 50 L,5,8,1,Drum,50 L,50,75W-80,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
416,NR-ADF-0116,Stonebridge ShiftForce 75W-80 55 L,6,8,1,Drum,55 L,55,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
417,NR-ADF-0117,Ridgewell GearFlow 75W-80 180 L,7,8,1,Drum,180 L,180,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
418,NR-ADF-0118,Millbrook DriveShift 75W-80 210 L,8,8,1,Barrel,210 L,210,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
419,NR-ADF-0119,Highpoint ManualCore 75W-90 1000 L,9,8,1,Bulk,1000 L,1000,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
420,NR-ADF-0120,Fieldmark ShiftForce 75W-90 800 ML,10,8,1,Bottle,800 ML,0.8,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
421,NR-ADF-0121,Northmark GearFlow 75W-90 1 L,1,8,1,Bottle,1 L,1,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
422,NR-ADF-0122,Ironcrest DriveShift 75W-90 1.2 L,2,8,1,Bottle,1.2 L,1.2,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
423,NR-ADF-0123,Redstone ManualCore 80W 3 L,3,8,1,Bottle,3 L,3,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
424,NR-ADF-0124,Westmark ShiftForce 80W 5 L,4,8,1,Bucket,5 L,5,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
425,NR-ADF-0125,Crestfield GearFlow 80W 10 L,5,8,1,Bucket,10 L,10,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
426,NR-ADF-0126,Stonebridge DriveShift 80W 15 L,6,8,1,Bucket,15 L,15,80W,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
427,NR-ADF-0127,Ridgewell ManualCore 75W-80 20 L,7,8,1,Bucket,20 L,20,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
428,NR-ADF-0128,Millbrook ShiftForce 75W-80 25 L,8,8,1,Bucket,25 L,25,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
429,NR-ADF-0129,Highpoint GearFlow 75W-80 30 L,9,8,1,Bucket,30 L,30,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
430,NR-ADF-0130,Fieldmark DriveShift 75W-80 50 L,10,8,1,Drum,50 L,50,75W-80,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
431,NR-ADF-0131,Northmark DiffShield 75W-90 3 L,1,9,1,Bottle,3 L,3,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
432,NR-ADF-0132,Ironcrest AxleCore 75W-90 5 L,2,9,1,Bucket,5 L,5,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
433,NR-ADF-0133,Redstone DriveDiff 75W-90 10 L,3,9,1,Bucket,10 L,10,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
434,NR-ADF-0134,Westmark FinalGuard 75W-90 15 L,4,9,1,Bucket,15 L,15,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
435,NR-ADF-0135,Crestfield DiffShield 80W-90 20 L,5,9,1,Bucket,20 L,20,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
436,NR-ADF-0136,Stonebridge AxleCore 80W-90 25 L,6,9,1,Bucket,25 L,25,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
437,NR-ADF-0137,Ridgewell DriveDiff 80W-90 30 L,7,9,1,Bucket,30 L,30,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
438,NR-ADF-0138,Millbrook FinalGuard 80W-90 50 L,8,9,1,Drum,50 L,50,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
439,NR-ADF-0139,Highpoint DiffShield 85W-140 55 L,9,9,1,Drum,55 L,55,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
440,NR-ADF-0140,Fieldmark AxleCore 85W-140 180 L,10,9,1,Drum,180 L,180,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
441,NR-ADF-0141,Northmark DriveDiff 85W-140 210 L,1,9,1,Barrel,210 L,210,85W-140,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
442,NR-ADF-0142,Ironcrest FinalGuard 85W-140 1000 L,2,9,1,Bulk,1000 L,1000,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
443,NR-ADF-0143,Redstone DiffShield 75W-90 800 ML,3,9,1,Bottle,800 ML,0.8,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
444,NR-ADF-0144,Westmark AxleCore 75W-90 1 L,4,9,1,Bottle,1 L,1,75W-90,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
445,NR-ADF-0145,Crestfield DriveDiff 75W-90 1.2 L,5,9,1,Bottle,1.2 L,1.2,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
446,NR-ADF-0146,Stonebridge FinalGuard 75W-90 3 L,6,9,1,Bottle,3 L,3,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
447,NR-ADF-0147,Ridgewell DiffShield 80W-90 5 L,7,9,1,Bucket,5 L,5,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
448,NR-ADF-0148,Millbrook AxleCore 80W-90 10 L,8,9,1,Bucket,10 L,10,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
449,NR-ADF-0149,Highpoint DriveDiff 80W-90 15 L,9,9,1,Bucket,15 L,15,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
450,NR-ADF-0150,Fieldmark FinalGuard 80W-90 20 L,10,9,1,Bucket,20 L,20,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
451,NR-ADF-0151,Northmark DiffShield 85W-140 25 L,1,9,1,Bucket,25 L,25,85W-140,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
452,NR-ADF-0152,Ironcrest AxleCore 85W-140 30 L,2,9,1,Bucket,30 L,30,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
453,NR-ADF-0153,Redstone DriveDiff 85W-140 50 L,3,9,1,Drum,50 L,50,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
454,NR-ADF-0154,Westmark FinalGuard 85W-140 55 L,4,9,1,Drum,55 L,55,85W-140,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
455,NR-ADF-0155,Crestfield DiffShield 75W-90 180 L,5,9,1,Drum,180 L,180,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
456,NR-ADF-0156,Stonebridge AxleCore 75W-90 210 L,6,9,1,Barrel,210 L,210,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
457,NR-ADF-0157,Ridgewell DriveDiff 75W-90 1000 L,7,9,1,Bulk,1000 L,1000,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
458,NR-ADF-0158,Millbrook FinalGuard 75W-90 800 ML,8,9,1,Bottle,800 ML,0.8,75W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
459,NR-ADF-0159,Highpoint DiffShield 80W-90 1 L,9,9,1,Bottle,1 L,1,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
460,NR-ADF-0160,Fieldmark AxleCore 80W-90 1.2 L,10,9,1,Bottle,1.2 L,1.2,80W-90,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
461,NR-ADF-0161,Northmark DriveDiff 80W-90 3 L,1,9,1,Bottle,3 L,3,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
462,NR-ADF-0162,Ironcrest FinalGuard 80W-90 5 L,2,9,1,Bucket,5 L,5,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
463,NR-ADF-0163,Redstone DiffShield 85W-140 10 L,3,9,1,Bucket,10 L,10,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
464,NR-ADF-0164,Westmark AxleCore 85W-140 15 L,4,9,1,Bucket,15 L,15,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
465,NR-ADF-0165,Crestfield DriveDiff 85W-140 20 L,5,9,1,Bucket,20 L,20,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
466,NR-ADF-0166,Stonebridge FinalDrive 80W-90 10 L,6,10,1,Bucket,10 L,10,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
467,NR-ADF-0167,Ridgewell AxleForce 80W-90 15 L,7,10,1,Bucket,15 L,15,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
468,NR-ADF-0168,Millbrook PowerAxle 80W-90 20 L,8,10,1,Bucket,20 L,20,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
469,NR-ADF-0169,Highpoint DriveLoad 80W-90 25 L,9,10,1,Bucket,25 L,25,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
470,NR-ADF-0170,Fieldmark FinalDrive 85W-140 30 L,10,10,1,Bucket,30 L,30,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
471,NR-ADF-0171,Northmark AxleForce 85W-140 50 L,1,10,1,Drum,50 L,50,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
472,NR-ADF-0172,Ironcrest PowerAxle 85W-140 55 L,2,10,1,Drum,55 L,55,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
473,NR-ADF-0173,Redstone DriveLoad 85W-140 180 L,3,10,1,Drum,180 L,180,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
474,NR-ADF-0174,Westmark FinalDrive 75W-140 210 L,4,10,1,Barrel,210 L,210,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
475,NR-ADF-0175,Crestfield AxleForce 75W-140 1000 L,5,10,1,Bulk,1000 L,1000,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
476,NR-ADF-0176,Stonebridge PowerAxle 75W-140 800 ML,6,10,1,Bottle,800 ML,0.8,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
477,NR-ADF-0177,Ridgewell DriveLoad 75W-140 1 L,7,10,1,Bottle,1 L,1,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
478,NR-ADF-0178,Millbrook FinalDrive 80W-90 1.2 L,8,10,1,Bottle,1.2 L,1.2,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
479,NR-ADF-0179,Highpoint AxleForce 80W-90 3 L,9,10,1,Bottle,3 L,3,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
480,NR-ADF-0180,Fieldmark PowerAxle 80W-90 5 L,10,10,1,Bucket,5 L,5,80W-90,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
481,NR-ADF-0181,Northmark DriveLoad 80W-90 10 L,1,10,1,Bucket,10 L,10,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
482,NR-ADF-0182,Ironcrest FinalDrive 85W-140 15 L,2,10,1,Bucket,15 L,15,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
483,NR-ADF-0183,Redstone AxleForce 85W-140 20 L,3,10,1,Bucket,20 L,20,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
484,NR-ADF-0184,Westmark PowerAxle 85W-140 25 L,4,10,1,Bucket,25 L,25,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
485,NR-ADF-0185,Crestfield DriveLoad 85W-140 30 L,5,10,1,Bucket,30 L,30,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
486,NR-ADF-0186,Stonebridge FinalDrive 75W-140 50 L,6,10,1,Drum,50 L,50,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
487,NR-ADF-0187,Ridgewell AxleForce 75W-140 55 L,7,10,1,Drum,55 L,55,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
488,NR-ADF-0188,Millbrook PowerAxle 75W-140 180 L,8,10,1,Drum,180 L,180,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
489,NR-ADF-0189,Highpoint DriveLoad 75W-140 210 L,9,10,1,Barrel,210 L,210,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
490,NR-ADF-0190,Fieldmark FinalDrive 80W-90 1000 L,10,10,1,Bulk,1000 L,1000,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
491,NR-ADF-0191,Northmark AxleForce 80W-90 800 ML,1,10,1,Bottle,800 ML,0.8,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
492,NR-ADF-0192,Ironcrest PowerAxle 80W-90 1 L,2,10,1,Bottle,1 L,1,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
493,NR-ADF-0193,Redstone DriveLoad 80W-90 1.2 L,3,10,1,Bottle,1.2 L,1.2,80W-90,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
494,NR-ADF-0194,Westmark FinalDrive 85W-140 3 L,4,10,1,Bottle,3 L,3,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
495,NR-ADF-0195,Crestfield AxleForce 85W-140 5 L,5,10,1,Bucket,5 L,5,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
496,NR-ADF-0196,Stonebridge PowerAxle 85W-140 10 L,6,10,1,Bucket,10 L,10,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
497,NR-ADF-0197,Ridgewell DriveLoad 85W-140 15 L,7,10,1,Bucket,15 L,15,85W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
498,NR-ADF-0198,Millbrook FinalDrive 75W-140 20 L,8,10,1,Bucket,20 L,20,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
499,NR-ADF-0199,Highpoint AxleForce 75W-140 25 L,9,10,1,Bucket,25 L,25,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
500,NR-ADF-0200,Fieldmark PowerAxle 75W-140 30 L,10,10,1,Bucket,30 L,30,75W-140,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
501,NR-ILO-0001,Northmark PlantGear AGMA 4 55 L,1,11,1,Drum,55 L,55,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
502,NR-ILO-0002,Ironcrest IndustrialGear AGMA 4 180 L,2,11,1,Drum,180 L,180,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
503,NR-ILO-0003,Redstone MachDrive AGMA 4 210 L,3,11,1,Barrel,210 L,210,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
504,NR-ILO-0004,Westmark GearWorks AGMA 4 500 L,4,11,1,Bulk,500 L,500,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
505,NR-ILO-0005,Crestfield PlantGear AGMA 5 1000 L,5,11,1,Bulk,1000 L,1000,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
506,NR-ILO-0006,Stonebridge IndustrialGear AGMA 5 2000 L,6,11,1,Bulk,2000 L,2000,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
507,NR-ILO-0007,Ridgewell MachDrive AGMA 5 3 L,7,11,1,Can,3 L,3,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
508,NR-ILO-0008,Millbrook GearWorks AGMA 5 5 L,8,11,1,Bucket,5 L,5,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
509,NR-ILO-0009,Highpoint PlantGear AGMA 6 10 L,9,11,1,Bucket,10 L,10,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
510,NR-ILO-0010,Fieldmark IndustrialGear AGMA 6 15 L,10,11,1,Bucket,15 L,15,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
511,NR-ILO-0011,Northmark MachDrive AGMA 6 20 L,1,11,1,Bucket,20 L,20,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
512,NR-ILO-0012,Ironcrest GearWorks AGMA 6 25 L,2,11,1,Bucket,25 L,25,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
513,NR-ILO-0013,Redstone PlantGear AGMA 4 30 L,3,11,1,Bucket,30 L,30,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
514,NR-ILO-0014,Westmark IndustrialGear AGMA 4 50 L,4,11,1,Drum,50 L,50,AGMA 4,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
515,NR-ILO-0015,Crestfield MachDrive AGMA 4 55 L,5,11,1,Drum,55 L,55,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
516,NR-ILO-0016,Stonebridge GearWorks AGMA 4 180 L,6,11,1,Drum,180 L,180,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
517,NR-ILO-0017,Ridgewell PlantGear AGMA 5 210 L,7,11,1,Barrel,210 L,210,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
518,NR-ILO-0018,Millbrook IndustrialGear AGMA 5 500 L,8,11,1,Bulk,500 L,500,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
519,NR-ILO-0019,Highpoint MachDrive AGMA 5 1000 L,9,11,1,Bulk,1000 L,1000,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
520,NR-ILO-0020,Fieldmark GearWorks AGMA 5 2000 L,10,11,1,Bulk,2000 L,2000,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
521,NR-ILO-0021,Northmark PlantGear AGMA 6 3 L,1,11,1,Can,3 L,3,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
522,NR-ILO-0022,Ironcrest IndustrialGear AGMA 6 5 L,2,11,1,Bucket,5 L,5,AGMA 6,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
523,NR-ILO-0023,Redstone MachDrive AGMA 6 10 L,3,11,1,Bucket,10 L,10,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
524,NR-ILO-0024,Westmark GearWorks AGMA 6 15 L,4,11,1,Bucket,15 L,15,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
525,NR-ILO-0025,Crestfield PlantGear AGMA 4 20 L,5,11,1,Bucket,20 L,20,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
526,NR-ILO-0026,Stonebridge IndustrialGear AGMA 4 25 L,6,11,1,Bucket,25 L,25,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
527,NR-ILO-0027,Ridgewell MachDrive AGMA 4 30 L,7,11,1,Bucket,30 L,30,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
528,NR-ILO-0028,Millbrook GearWorks AGMA 4 50 L,8,11,1,Drum,50 L,50,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
529,NR-ILO-0029,Highpoint PlantGear AGMA 5 55 L,9,11,1,Drum,55 L,55,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
530,NR-ILO-0030,Fieldmark IndustrialGear AGMA 5 180 L,10,11,1,Drum,180 L,180,AGMA 5,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
531,NR-ILO-0031,Northmark MachDrive AGMA 5 210 L,1,11,1,Barrel,210 L,210,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
532,NR-ILO-0032,Ironcrest GearWorks AGMA 5 500 L,2,11,1,Bulk,500 L,500,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
533,NR-ILO-0033,Redstone PlantGear AGMA 6 1000 L,3,11,1,Bulk,1000 L,1000,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
534,NR-ILO-0034,Westmark IndustrialGear AGMA 6 2000 L,4,11,1,Bulk,2000 L,2000,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
535,NR-ILO-0035,Crestfield MachDrive AGMA 6 3 L,5,11,1,Can,3 L,3,AGMA 6,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
536,NR-ILO-0036,Stonebridge GearWorks AGMA 6 5 L,6,11,1,Bucket,5 L,5,AGMA 6,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
537,NR-ILO-0037,Ridgewell PlantGear AGMA 4 10 L,7,11,1,Bucket,10 L,10,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
538,NR-ILO-0038,Millbrook IndustrialGear AGMA 4 15 L,8,11,1,Bucket,15 L,15,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
539,NR-ILO-0039,Highpoint MachDrive AGMA 4 20 L,9,11,1,Bucket,20 L,20,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
540,NR-ILO-0040,Fieldmark GearWorks AGMA 4 25 L,10,11,1,Bucket,25 L,25,AGMA 4,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
541,NR-ILO-0041,Northmark PlantGear AGMA 5 30 L,1,11,1,Bucket,30 L,30,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
542,NR-ILO-0042,Ironcrest IndustrialGear AGMA 5 50 L,2,11,1,Drum,50 L,50,AGMA 5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
