goods_receipt_id,grn_number,purchase_order_id,warehouse_id,vehicle_id,receipt_date,receipt_status,notes,created_date,created_by,updated_date,updated_by
249,GRN2026000249,237,7,53,2026-05-29,received,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
250,GRN2026000250,240,3,,2026-07-10,received,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
251,GRN2026000251,242,1,,2026-01-16,received,,2026-01-16 08:00:00,system,2026-01-16 08:00:00,system
252,GRN2026000252,244,6,,2026-01-21,received,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
253,GRN2026000253,245,2,,2026-05-22,received,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
254,GRN2026000254,245,2,134,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
255,GRN2026000255,246,4,,2026-06-17,received,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
256,GRN2026000256,246,4,,2026-06-19,received,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
257,GRN2026000257,248,3,,2026-03-03,received,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
258,GRN2026000258,249,9,,2026-01-23,received,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
259,GRN2026000259,249,9,2,2026-01-28,received,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
260,GRN2026000260,251,4,,2026-05-05,received,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
261,GRN2026000261,251,4,,2026-05-07,received,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
262,GRN2026000262,252,1,,2026-05-22,received,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
263,GRN2026000263,253,8,26,2026-07-08,received,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
264,GRN2026000264,253,8,32,2026-07-11,received,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
265,GRN2026000265,254,6,50,2026-04-18,received,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
266,GRN2026000266,255,1,119,2026-06-15,received,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
267,GRN2026000267,255,1,129,2026-06-20,received,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
268,GRN2026000268,258,2,88,2026-02-24,received,,2026-02-24 08:00:00,system,2026-02-24 08:00:00,system
269,GRN2026000269,259,5,,2026-02-02,received,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
270,GRN2026000270,260,4,,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
271,GRN2026000271,261,3,5,2026-02-22,received,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
272,GRN2026000272,263,9,84,2026-04-15,received,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
273,GRN2026000273,264,1,,2026-05-05,received,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
274,GRN2026000274,265,6,,2026-05-06,received,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
275,GRN2026000275,267,7,15,2026-01-18,received,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
276,GRN2026000276,268,8,,2026-01-10,received,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
277,GRN2026000277,269,3,9,2026-03-15,received,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
278,GRN2026000278,269,3,71,2026-03-17,received,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
279,GRN2026000279,270,4,104,2026-04-27,received,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
280,GRN2026000280,271,6,35,2026-03-27,received,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
281,GRN2026000281,272,1,15,2026-02-16,received,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
282,GRN2026000282,273,8,42,2026-05-29,received,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
283,GRN2026000283,273,8,7,2026-06-03,received,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
284,GRN2026000284,273,8,,2026-06-04,received,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
285,GRN2026000285,276,1,101,2026-06-17,received,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
286,GRN2026000286,276,1,132,2026-06-20,received,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
287,GRN2026000287,277,6,100,2026-06-04,received,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
288,GRN2026000288,277,6,,2026-06-07,received,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
289,GRN2026000289,279,5,113,2026-06-07,received,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
290,GRN2026000290,280,3,87,2026-06-07,received,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
291,GRN2026000291,281,5,39,2026-07-11,received,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
292,GRN2026000292,282,3,52,2026-03-29,received,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
293,GRN2026000293,282,3,71,2026-04-01,received,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
294,GRN2026000294,283,7,84,2026-04-17,received,,2026-04-17 08:00:00,system,2026-04-17 08:00:00,system
295,GRN2026000295,284,2,46,2026-05-09,received,,2026-05-09 08:00:00,system,2026-05-09 08:00:00,system
296,GRN2026000296,286,7,91,2026-02-27,received,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
297,GRN2026000297,287,8,11,2026-03-03,received,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
298,GRN2026000298,287,8,133,2026-03-04,received,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
299,GRN2026000299,288,2,58,2026-03-18,received,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
300,GRN2026000300,289,6,68,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
301,GRN2026000301,289,6,,2026-05-27,received,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
302,GRN2026000302,291,4,8,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
303,GRN2026000303,292,5,,2026-05-15,received,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
304,GRN2026000304,293,4,75,2026-03-19,received,,2026-03-19 08:00:00,system,2026-03-19 08:00:00,system
305,GRN2026000305,294,6,53,2026-05-22,received,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
306,GRN2026000306,295,3,44,2026-02-03,received,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
307,GRN2026000307,296,8,89,2026-04-24,received,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
308,GRN2026000308,296,8,13,2026-04-26,received,,2026-04-26 08:00:00,system,2026-04-26 08:00:00,system
309,GRN2026000309,297,8,,2026-01-18,received,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
310,GRN2026000310,298,8,129,2026-03-07,received,,2026-03-07 08:00:00,system,2026-03-07 08:00:00,system
311,GRN2026000311,298,8,88,2026-03-10,received,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
312,GRN2026000312,299,1,,2026-05-23,received,,2026-05-23 08:00:00,system,2026-05-23 08:00:00,system
313,GRN2026000313,301,9,89,2026-06-26,received,,2026-06-26 08:00:00,system,2026-06-26 08:00:00,system
314,GRN2026000314,302,9,127,2026-02-25,received,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
315,GRN2026000315,302,9,2,2026-03-02,received,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
316,GRN2026000316,303,3,82,2026-02-23,received,,2026-02-23 08:00:00,system,2026-02-23 08:00:00,system
317,GRN2026000317,303,3,96,2026-02-24,received,,2026-02-24 08:00:00,system,2026-02-24 08:00:00,system
318,GRN2026000318,305,2,31,2026-04-16,received,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
319,GRN2026000319,308,5,125,2026-03-30,received,,2026-03-30 08:00:00,system,2026-03-30 08:00:00,system
320,GRN2026000320,310,4,1,2026-01-29,received,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
321,GRN2026000321,310,4,15,2026-01-31,received,,2026-01-31 08:00:00,system,2026-01-31 08:00:00,system
322,GRN2026000322,313,2,131,2026-05-07,received,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
323,GRN2026000323,315,7,,2026-03-04,received,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
324,GRN2026000324,315,7,81,2026-03-06,received,,2026-03-06 08:00:00,system,2026-03-06 08:00:00,system
325,GRN2026000325,317,6,130,2026-06-22,received,,2026-06-22 08:00:00,system,2026-06-22 08:00:00,system
326,GRN2026000326,318,5,110,2026-03-15,received,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
327,GRN2026000327,319,6,,2026-03-21,received,,2026-03-21 08:00:00,system,2026-03-21 08:00:00,system
328,GRN2026000328,319,6,15,2026-03-26,received,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
329,GRN2026000329,320,3,,2026-02-26,received,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
330,GRN2026000330,320,3,54,2026-02-27,received,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
331,GRN2026000331,322,3,83,2026-04-27,received,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
332,GRN2026000332,323,7,129,2026-02-19,received,,2026-02-19 08:00:00,system,2026-02-19 08:00:00,system
333,GRN2026000333,323,7,64,2026-02-22,received,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
334,GRN2026000334,324,5,,2026-06-03,received,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
335,GRN2026000335,325,4,2,2026-03-01,received,,2026-03-01 08:00:00,system,2026-03-01 08:00:00,system
336,GRN2026000336,330,7,,2026-05-31,received,,2026-05-31 08:00:00,system,2026-05-31 08:00:00,system
337,GRN2026000337,332,3,66,2026-03-13,received,,2026-03-13 08:00:00,system,2026-03-13 08:00:00,system
338,GRN2026000338,333,7,,2026-01-07,received,,2026-01-07 08:00:00,system,2026-01-07 08:00:00,system
339,GRN2026000339,334,6,,2026-04-19,received,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
340,GRN2026000340,335,8,29,2026-02-23,received,,2026-02-23 08:00:00,system,2026-02-23 08:00:00,system
341,GRN2026000341,335,8,51,2026-02-26,received,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
342,GRN2026000342,337,3,116,2026-01-30,received,,2026-01-30 08:00:00,system,2026-01-30 08:00:00,system
343,GRN2026000343,338,8,52,2026-06-25,received,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
344,GRN2026000344,340,6,125,2026-04-05,received,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
345,GRN2026000345,341,2,4,2026-05-07,received,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
346,GRN2026000346,342,3,,2026-02-09,received,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
347,GRN2026000347,344,5,74,2026-02-27,received,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
348,GRN2026000348,344,5,92,2026-03-03,received,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
349,GRN2026000349,346,8,,2026-03-23,received,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
350,GRN2026000350,347,7,,2026-06-27,received,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
351,GRN2026000351,348,4,39,2026-03-17,received,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
352,GRN2026000352,349,4,35,2026-01-15,received,,2026-01-15 08:00:00,system,2026-01-15 08:00:00,system
353,GRN2026000353,350,9,,2026-03-09,received,,2026-03-09 08:00:00,system,2026-03-09 08:00:00,system
354,GRN2026000354,351,8,82,2026-04-10,received,,2026-04-10 08:00:00,system,2026-04-10 08:00:00,system
355,GRN2026000355,352,3,127,2026-02-04,received,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
356,GRN2026000356,354,9,32,2026-05-19,received,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
357,GRN2026000357,356,7,25,2026-01-29,received,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
358,GRN2026000358,356,7,,2026-01-31,received,,2026-01-31 08:00:00,system,2026-01-31 08:00:00,system
359,GRN2026000359,356,7,49,2026-02-02,received,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
360,GRN2026000360,357,8,41,2026-05-16,received,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
361,GRN2026000361,359,2,36,2026-05-15,received,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
362,GRN2026000362,359,2,20,2026-05-18,received,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
363,GRN2026000363,360,4,45,2026-07-15,received,,2026-07-15 08:00:00,system,2026-07-15 08:00:00,system
364,GRN2026000364,360,4,88,2026-07-17,received,,2026-07-17 08:00:00,system,2026-07-17 08:00:00,system
365,GRN2026000365,361,7,,2026-02-04,received,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
366,GRN2026000366,361,7,112,2026-02-08,received,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
367,GRN2026000367,362,6,,2026-01-14,received,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
368,GRN2026000368,364,4,128,2026-05-03,received,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
369,GRN2026000369,364,4,128,2026-05-06,received,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
370,GRN2026000370,365,4,27,2026-03-07,received,,2026-03-07 08:00:00,system,2026-03-07 08:00:00,system
371,GRN2026000371,367,2,62,2026-05-12,received,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
372,GRN2026000372,368,1,,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
373,GRN2026000373,369,6,85,2026-03-15,received,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
374,GRN2026000374,369,6,52,2026-03-18,received,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
375,GRN2026000375,370,6,51,2026-04-13,received,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
376,GRN2026000376,370,6,133,2026-04-14,received,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
377,GRN2026000377,371,3,18,2026-05-03,received,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
378,GRN2026000378,373,4,126,2026-05-23,received,,2026-05-23 08:00:00,system,2026-05-23 08:00:00,system
379,GRN2026000379,373,4,,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
380,GRN2026000380,376,1,87,2026-06-17,received,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
381,GRN2026000381,376,1,,2026-06-19,received,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
382,GRN2026000382,377,7,17,2026-04-14,received,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
383,GRN2026000383,378,9,133,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
384,GRN2026000384,378,9,127,2026-01-31,received,,2026-01-31 08:00:00,system,2026-01-31 08:00:00,system
385,GRN2026000385,379,8,21,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
386,GRN2026000386,381,6,42,2026-04-03,received,,2026-04-03 08:00:00,system,2026-04-03 08:00:00,system
387,GRN2026000387,381,6,,2026-04-04,received,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
388,GRN2026000388,382,2,4,2026-02-06,received,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
389,GRN2026000389,382,2,71,2026-02-09,received,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
390,GRN2026000390,383,3,33,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
391,GRN2026000391,384,9,,2026-01-22,received,,2026-01-22 08:00:00,system,2026-01-22 08:00:00,system
392,GRN2026000392,384,9,52,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
393,GRN2026000393,385,1,,2026-03-14,received,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
394,GRN2026000394,386,6,,2026-01-29,received,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
395,GRN2026000395,386,6,,2026-02-01,received,,2026-02-01 08:00:00,system,2026-02-01 08:00:00,system
396,GRN2026000396,387,3,,2026-04-22,received,,2026-04-22 08:00:00,system,2026-04-22 08:00:00,system
397,GRN2026000397,387,3,55,2026-04-27,received,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
398,GRN2026000398,389,4,,2026-05-27,received,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
399,GRN2026000399,389,4,108,2026-05-28,received,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
400,GRN2026000400,389,4,38,2026-06-01,received,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
401,GRN2026000401,391,8,,2026-04-11,received,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
402,GRN2026000402,392,7,107,2026-03-13,received,,2026-03-13 08:00:00,system,2026-03-13 08:00:00,system
403,GRN2026000403,393,1,107,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
404,GRN2026000404,393,1,85,2026-05-31,received,,2026-05-31 08:00:00,system,2026-05-31 08:00:00,system
405,GRN2026000405,394,9,65,2026-01-29,received,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
406,GRN2026000406,396,4,18,2026-06-19,received,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
407,GRN2026000407,398,4,58,2026-06-27,received,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
408,GRN2026000408,400,7,27,2026-02-06,received,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
409,GRN2026000409,402,6,118,2026-02-06,received,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
410,GRN2026000410,403,2,92,2026-03-14,received,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
411,GRN2026000411,404,8,,2026-03-23,received,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
412,GRN2026000412,404,8,,2026-03-26,received,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
413,GRN2026000413,404,8,26,2026-03-30,received,,2026-03-30 08:00:00,system,2026-03-30 08:00:00,system
414,GRN2026000414,405,9,73,2026-06-23,received,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
415,GRN2026000415,407,1,23,2026-05-17,received,,2026-05-17 08:00:00,system,2026-05-17 08:00:00,system
416,GRN2026000416,407,1,,2026-05-18,received,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
417,GRN2026000417,408,5,58,2026-01-26,received,,2026-01-26 08:00:00,system,2026-01-26 08:00:00,system
418,GRN2026000418,408,5,,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
419,GRN2026000419,409,8,3,2026-05-30,received,,2026-05-30 08:00:00,system,2026-05-30 08:00:00,system
420,GRN2026000420,409,8,,2026-06-03,received,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
421,GRN2026000421,409,8,92,2026-06-06,received,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
422,GRN2026000422,410,5,,2026-01-08,received,,2026-01-08 08:00:00,system,2026-01-08 08:00:00,system
423,GRN2026000423,410,5,75,2026-01-11,received,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
424,GRN2026000424,411,2,,2026-02-09,received,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
425,GRN2026000425,411,2,,2026-02-14,received,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
426,GRN2026000426,412,8,,2026-02-24,received,,2026-02-24 08:00:00,system,2026-02-24 08:00:00,system
427,GRN2026000427,413,5,44,2026-04-07,received,,2026-04-07 08:00:00,system,2026-04-07 08:00:00,system
428,GRN2026000428,417,6,77,2026-04-15,received,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
429,GRN2026000429,417,6,,2026-04-19,received,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
430,GRN2026000430,417,6,62,2026-04-24,received,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
431,GRN2026000431,418,8,115,2026-03-15,received,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
432,GRN2026000432,418,8,86,2026-03-18,received,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
433,GRN2026000433,418,8,,2026-03-20,received,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
434,GRN2026000434,419,3,,2026-05-27,received,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
435,GRN2026000435,420,9,,2026-05-25,received,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
436,GRN2026000436,421,9,31,2026-02-02,received,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
437,GRN2026000437,422,7,135,2026-04-10,received,,2026-04-10 08:00:00,system,2026-04-10 08:00:00,system
438,GRN2026000438,424,8,85,2026-05-04,received,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
439,GRN2026000439,425,9,39,2026-05-30,received,,2026-05-30 08:00:00,system,2026-05-30 08:00:00,system
440,GRN2026000440,428,7,109,2026-06-16,received,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
441,GRN2026000441,430,1,27,2026-01-24,received,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
442,GRN2026000442,430,1,13,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
443,GRN2026000443,432,8,,2026-02-25,received,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
444,GRN2026000444,433,9,104,2026-01-30,received,,2026-01-30 08:00:00,system,2026-01-30 08:00:00,system
445,GRN2026000445,434,3,19,2026-04-13,received,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
446,GRN2026000446,435,6,135,2026-05-24,received,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
447,GRN2026000447,436,9,132,2026-03-15,received,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
448,GRN2026000448,436,9,,2026-03-18,received,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
449,GRN2026000449,438,5,108,2026-07-03,received,,2026-07-03 08:00:00,system,2026-07-03 08:00:00,system
450,GRN2026000450,438,5,53,2026-07-04,received,,2026-07-04 08:00:00,system,2026-07-04 08:00:00,system
451,GRN2026000451,439,4,134,2026-02-18,received,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
452,GRN2026000452,439,4,94,2026-02-23,received,,2026-02-23 08:00:00,system,2026-02-23 08:00:00,system
453,GRN2026000453,439,4,2,2026-02-28,received,,2026-02-28 08:00:00,system,2026-02-28 08:00:00,system
454,GRN2026000454,440,7,,2026-06-27,received,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
455,GRN2026000455,440,7,133,2026-07-02,received,,2026-07-02 08:00:00,system,2026-07-02 08:00:00,system
456,GRN2026000456,441,4,,2026-04-15,received,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
457,GRN2026000457,442,6,50,2026-03-24,received,,2026-03-24 08:00:00,system,2026-03-24 08:00:00,system
458,GRN2026000458,443,1,123,2026-06-23,received,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
459,GRN2026000459,444,9,94,2026-05-21,received,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
460,GRN2026000460,445,3,129,2026-02-09,received,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
461,GRN2026000461,446,8,26,2026-04-24,received,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
462,GRN2026000462,447,5,75,2026-05-27,received,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
463,GRN2026000463,447,5,,2026-05-28,received,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
464,GRN2026000464,448,7,,2026-04-18,received,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
465,GRN2026000465,449,4,10,2026-05-24,received,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
466,GRN2026000466,449,4,,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
467,GRN2026000467,450,8,83,2026-02-12,received,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
468,GRN2026000468,450,8,124,2026-02-17,received,,2026-02-17 08:00:00,system,2026-02-17 08:00:00,system
469,GRN2026000469,452,2,33,2026-06-12,received,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
470,GRN2026000470,452,2,,2026-06-16,received,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
471,GRN2026000471,452,2,42,2026-06-19,received,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
472,GRN2026000472,453,3,42,2026-04-12,received,,2026-04-12 08:00:00,system,2026-04-12 08:00:00,system
473,GRN2026000473,453,3,,2026-04-15,received,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
474,GRN2026000474,456,5,88,2026-05-01,received,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
475,GRN2026000475,458,9,11,2026-05-14,received,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
476,GRN2026000476,461,8,135,2026-05-29,received,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
477,GRN2026000477,462,3,72,2026-03-30,received,,2026-03-30 08:00:00,system,2026-03-30 08:00:00,system
478,GRN2026000478,463,5,,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
479,GRN2026000479,465,5,88,2026-03-08,received,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
480,GRN2026000480,465,5,,2026-03-13,received,,2026-03-13 08:00:00,system,2026-03-13 08:00:00,system
481,GRN2026000481,469,5,38,2026-05-09,received,,2026-05-09 08:00:00,system,2026-05-09 08:00:00,system
482,GRN2026000482,470,4,11,2026-04-04,received,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
483,GRN2026000483,471,9,,2026-06-16,received,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
484,GRN2026000484,473,4,,2026-01-24,received,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
485,GRN2026000485,474,6,4,2026-03-10,received,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
486,GRN2026000486,475,2,7,2026-06-14,received,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
487,GRN2026000487,477,8,124,2026-03-27,received,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
488,GRN2026000488,477,8,,2026-03-31,received,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
489,GRN2026000489,478,4,,2026-05-17,received,,2026-05-17 08:00:00,system,2026-05-17 08:00:00,system
490,GRN2026000490,479,3,,2026-04-17,received,,2026-04-17 08:00:00,system,2026-04-17 08:00:00,system
491,GRN2026000491,480,4,76,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
492,GRN2026000492,480,4,,2026-06-20,received,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
493,GRN2026000493,481,5,81,2026-04-23,received,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
494,GRN2026000494,483,1,,2026-05-17,received,,2026-05-17 08:00:00,system,2026-05-17 08:00:00,system
495,GRN2026000495,483,1,93,2026-05-18,received,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
496,GRN2026000496,486,6,1,2026-01-25,received,,2026-01-25 08:00:00,system,2026-01-25 08:00:00,system
497,GRN2026000497,487,9,103,2026-03-29,received,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
498,GRN2026000498,487,9,45,2026-04-03,received,,2026-04-03 08:00:00,system,2026-04-03 08:00:00,system
