goods_receipt_item_id,goods_receipt_id,purchase_order_item_id,line_number,product_id,batch_code,receipt_uom_id,received_pac_quantity,accepted_pac_quantity,rejected_pac_quantity,received_base_quantity,accepted_base_quantity,rejected_base_quantity,notes,created_date,created_by,updated_date,updated_by
1165,250,1157,2,521,B26-P0521-001165,6,65.0,65.0,0.0,195.0,195.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1166,250,1158,3,1308,B26-P1308-001166,6,39.0,39.0,0.0,39.0,39.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1167,250,1159,4,1088,B26-P1088-001167,6,4.0,4.0,0.0,40.0,40.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1168,250,1160,5,693,B26-P0693-001168,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1169,250,1161,6,1020,B26-P1020-001169,6,55.0,55.0,0.0,55.0,55.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1170,250,1162,7,39,B26-P0039-001170,6,4.0,3.0,1.0,200.0,150.0,50.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1171,250,1163,8,563,B26-P0563-001171,1,4.0,4.0,0.0,8000.0,8000.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1172,250,1164,9,988,B26-P0988-001172,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1173,250,1165,10,573,B26-P0573-001173,6,6.0,6.0,0.0,1080.0,1080.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
1174,251,1167,1,1203,B26-P1203-001174,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-01-16 08:00:00,system,2026-01-16 08:00:00,system
1175,251,1168,2,13,B26-P0013-001175,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-01-16 08:00:00,system,2026-01-16 08:00:00,system
1176,251,1169,3,104,B26-P0104-001176,6,12.0,12.0,0.0,240.0,240.0,0.0,,2026-01-16 08:00:00,system,2026-01-16 08:00:00,system
1177,252,1175,1,13,B26-P0013-001177,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1178,252,1176,2,1373,B26-P1373-001178,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1179,252,1177,3,1154,B26-P1154-001179,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1180,252,1178,4,771,B26-P0771-001180,1,8.0,8.0,0.0,8000.0,8000.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1181,252,1179,5,120,B26-P0120-001181,6,6.0,6.0,0.0,150.0,150.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1182,252,1180,6,280,B26-P0280-001182,6,6.0,6.0,0.0,180.0,180.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1183,252,1181,7,492,B26-P0492-001183,6,11.0,11.0,0.0,11.0,11.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1184,252,1182,8,23,B26-P0023-001184,6,7.0,7.0,0.0,210.0,210.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1185,252,1183,9,1183,B26-P1183-001185,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
1186,253,1184,1,565,B26-P0565-001186,6,2.0,1.0,1.0,10.0,5.0,5.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1187,253,1185,2,938,B26-P0938-001187,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1188,253,1186,3,1490,B26-P1490-001188,6,10.0,10.0,0.0,30.0,30.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1189,253,1187,4,971,B26-P0971-001189,6,6.0,5.0,1.0,1080.0,900.0,180.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1190,253,1188,5,1411,B26-P1411-001190,6,3.0,3.0,0.0,60.0,60.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1191,253,1189,6,612,B26-P0612-001191,6,8.0,7.0,1.0,200.0,175.0,25.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1192,254,1184,1,565,B26-P0565-001192,6,5.0,5.0,0.0,25.0,25.0,0.0,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
1193,254,1185,2,938,B26-P0938-001193,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
1194,254,1186,3,1490,B26-P1490-001194,6,12.0,12.0,0.0,36.0,36.0,0.0,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
1195,254,1188,4,1411,B26-P1411-001195,6,3.0,2.0,1.0,60.0,40.0,20.0,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
1196,254,1189,5,612,B26-P0612-001196,6,2.0,2.0,0.0,50.0,50.0,0.0,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
1197,255,1191,1,687,B26-P0687-001197,6,19.0,19.0,0.0,380.0,380.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1198,255,1192,2,1205,B26-P1205-001198,6,31.0,31.0,0.0,31.0,31.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1199,255,1193,3,108,B26-P0108-001199,6,7.0,7.0,0.0,385.0,385.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1200,255,1195,4,476,B26-P0476-001200,6,26.0,26.0,0.0,20.8,20.8,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1201,255,1196,5,1494,B26-P1494-001201,6,19.0,19.0,0.0,380.0,380.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1202,255,1197,6,674,B26-P0674-001202,6,3.0,3.0,0.0,75.0,75.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1203,255,1198,7,1345,B26-P1345-001203,6,35.0,35.0,0.0,175.0,175.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1204,255,1199,8,1282,B26-P1282-001204,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1205,255,1200,9,1059,B26-P1059-001205,6,42.0,42.0,0.0,210.0,210.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1206,255,1201,10,69,B26-P0069-001206,6,4.0,4.0,0.0,200.0,200.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1207,255,1203,11,831,B26-P0831-001207,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1208,255,1204,12,119,B26-P0119-001208,6,9.0,9.0,0.0,180.0,180.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1209,256,1191,1,687,B26-P0687-001209,6,5.0,5.0,0.0,100.0,100.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1210,256,1192,2,1205,B26-P1205-001210,6,21.0,21.0,0.0,21.0,21.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1211,256,1193,3,108,B26-P0108-001211,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1212,256,1194,4,217,B26-P0217-001212,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1213,256,1195,5,476,B26-P0476-001213,6,22.0,22.0,0.0,17.6,17.6,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1214,256,1196,6,1494,B26-P1494-001214,6,2.0,2.0,0.0,40.0,40.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1215,256,1197,7,674,B26-P0674-001215,6,11.0,11.0,0.0,275.0,275.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1216,256,1198,8,1345,B26-P1345-001216,6,1.0,0.0,1.0,5.0,0.0,5.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1217,256,1199,9,1282,B26-P1282-001217,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1218,256,1200,10,1059,B26-P1059-001218,6,6.0,6.0,0.0,30.0,30.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1219,256,1202,11,1188,B26-P1188-001219,6,5.0,5.0,0.0,50.0,50.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1220,256,1204,12,119,B26-P0119-001220,6,3.0,3.0,0.0,60.0,60.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
1221,257,1211,1,1408,B26-P1408-001221,6,17.0,17.0,0.0,85.0,85.0,0.0,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
1222,258,1212,1,202,B26-P0202-001222,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1223,258,1213,2,461,B26-P0461-001223,6,25.0,25.0,0.0,75.0,75.0,0.0,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1224,258,1214,3,36,B26-P0036-001224,6,5.0,5.0,0.0,100.0,100.0,0.0,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
1225,259,1212,1,202,B26-P0202-001225,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1226,259,1213,2,461,B26-P0461-001226,6,35.0,35.0,0.0,105.0,105.0,0.0,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1227,259,1214,3,36,B26-P0036-001227,6,9.0,8.0,1.0,180.0,160.0,20.0,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
1228,260,1217,1,1026,B26-P1026-001228,6,7.0,7.0,0.0,1260.0,1260.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1229,260,1218,2,991,B26-P0991-001229,6,10.0,10.0,0.0,5.0,5.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1230,260,1219,3,647,B26-P0647-001230,6,28.0,28.0,0.0,280.0,280.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1231,260,1220,4,1015,B26-P1015-001231,6,10.0,10.0,0.0,180.0,180.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1232,260,1221,5,1466,B26-P1466-001232,1,8.0,8.0,0.0,16000.0,16000.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1233,260,1222,6,274,B26-P0274-001233,6,38.0,38.0,0.0,114.0,114.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1234,260,1223,7,580,B26-P0580-001234,6,9.0,9.0,0.0,90.0,90.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1235,261,1217,1,1026,B26-P1026-001235,6,1.0,1.0,0.0,180.0,180.0,0.0,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
1236,261,1218,2,991,B26-P0991-001236,6,4.0,4.0,0.0,2.0,2.0,0.0,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
1237,261,1219,3,647,B26-P0647-001237,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
1238,261,1220,4,1015,B26-P1015-001238,6,6.0,6.0,0.0,108.0,108.0,0.0,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
1239,261,1222,5,274,B26-P0274-001239,6,2.0,2.0,0.0,6.0,6.0,0.0,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
1240,261,1223,6,580,B26-P0580-001240,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
1241,262,1224,1,556,B26-P0556-001241,6,12.0,12.0,0.0,360.0,360.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
1242,263,1227,1,1408,B26-P1408-001242,6,13.0,13.0,0.0,65.0,65.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
1243,263,1228,2,1020,B26-P1020-001243,6,13.0,13.0,0.0,13.0,13.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
1244,263,1229,3,1210,B26-P1210-001244,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
1245,263,1230,4,843,B26-P0843-001245,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
1246,264,1225,1,25,B26-P0025-001246,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
1247,264,1226,2,988,B26-P0988-001247,6,2.0,1.0,1.0,100.0,50.0,50.0,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
1248,264,1227,3,1408,B26-P1408-001248,6,5.0,5.0,0.0,25.0,25.0,0.0,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
1249,264,1228,4,1020,B26-P1020-001249,6,9.0,9.0,0.0,9.0,9.0,0.0,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
1250,265,1231,1,977,B26-P0977-001250,6,1.0,0.0,1.0,10.0,0.0,10.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
1251,266,1234,1,190,B26-P0190-001251,6,36.0,36.0,0.0,28.8,28.8,0.0,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
1252,266,1237,2,1417,B26-P1417-001252,6,4.0,4.0,0.0,840.0,840.0,0.0,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
1253,267,1233,1,1489,B26-P1489-001253,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
1254,267,1234,2,190,B26-P0190-001254,6,28.0,28.0,0.0,22.4,22.4,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
1255,268,1245,1,59,B26-P0059-001255,6,39.0,39.0,0.0,31.2,31.2,0.0,,2026-02-24 08:00:00,system,2026-02-24 08:00:00,system
1256,269,1246,1,1338,B26-P1338-001256,6,7.0,7.0,0.0,140.0,140.0,0.0,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
1257,270,1247,1,77,B26-P0077-001257,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1258,270,1248,2,1115,B26-P1115-001258,6,22.0,22.0,0.0,110.0,110.0,0.0,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
1259,271,1249,1,1274,B26-P1274-001259,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
1260,271,1250,2,858,B26-P0858-001260,6,8.0,8.0,0.0,440.0,440.0,0.0,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
1261,271,1251,3,1361,B26-P1361-001261,1,2.0,2.0,0.0,4000.0,4000.0,0.0,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
1262,272,1258,1,1286,B26-P1286-001262,6,52.0,52.0,0.0,260.0,260.0,0.0,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
1263,272,1259,2,95,B26-P0095-001263,6,1.0,0.0,1.0,210.0,0.0,210.0,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
1264,272,1260,3,228,B26-P0228-001264,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
1265,272,1261,4,1138,B26-P1138-001265,6,22.0,22.0,0.0,110.0,110.0,0.0,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
1266,272,1262,5,779,B26-P0779-001266,6,25.0,25.0,0.0,750.0,750.0,0.0,,2026-04-15 08:00:00,system,2026-04-15 08:00:00,system
1267,273,1263,1,1066,B26-P1066-001267,6,72.0,72.0,0.0,36.0,36.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
1268,274,1264,1,1266,B26-P1266-001268,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
1269,274,1265,2,4,B26-P0004-001269,6,7.0,7.0,0.0,70.0,70.0,0.0,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
1270,274,1266,3,608,B26-P0608-001270,6,27.0,27.0,0.0,135.0,135.0,0.0,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
1271,274,1267,4,289,B26-P0289-001271,6,16.0,16.0,0.0,48.0,48.0,0.0,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
1272,274,1268,5,244,B26-P0244-001272,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
1273,275,1272,1,1071,B26-P1071-001273,6,25.0,25.0,0.0,450.0,450.0,0.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
1274,275,1273,2,1267,B26-P1267-001274,6,42.0,42.0,0.0,42.0,42.0,0.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
1275,275,1274,3,371,B26-P0371-001275,6,6.0,5.0,1.0,30.0,25.0,5.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
1276,275,1275,4,328,B26-P0328-001276,6,18.0,17.0,1.0,540.0,510.0,30.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
1277,275,1276,5,1062,B26-P1062-001277,6,12.0,12.0,0.0,216.0,216.0,0.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
1278,275,1277,6,930,B26-P0930-001278,6,6.0,6.0,0.0,1080.0,1080.0,0.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
1279,276,1278,1,1150,B26-P1150-001279,6,32.0,32.0,0.0,96.0,96.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1280,276,1279,2,315,B26-P0315-001280,6,8.0,8.0,0.0,440.0,440.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1281,276,1280,3,553,B26-P0553-001281,6,40.0,40.0,0.0,600.0,600.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1282,276,1281,4,59,B26-P0059-001282,6,26.0,26.0,0.0,20.8,20.8,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1283,276,1282,5,261,B26-P0261-001283,6,24.0,24.0,0.0,240.0,240.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1284,276,1283,6,328,B26-P0328-001284,6,12.0,12.0,0.0,360.0,360.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1285,276,1284,7,831,B26-P0831-001285,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1286,276,1285,8,934,B26-P0934-001286,6,28.0,28.0,0.0,420.0,420.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1287,276,1286,9,824,B26-P0824-001287,6,35.0,35.0,0.0,525.0,525.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1288,276,1287,10,1175,B26-P1175-001288,6,1.0,0.0,1.0,210.0,0.0,210.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
1289,277,1289,1,1423,B26-P1423-001289,6,3.0,2.0,1.0,30.0,20.0,10.0,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
1290,278,1288,1,95,B26-P0095-001290,6,4.0,3.0,1.0,840.0,630.0,210.0,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
1291,278,1289,2,1423,B26-P1423-001291,6,3.0,2.0,1.0,30.0,20.0,10.0,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
1292,279,1290,1,1224,B26-P1224-001292,6,16.0,16.0,0.0,160.0,160.0,0.0,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
1293,279,1291,2,760,B26-P0760-001293,6,35.0,35.0,0.0,175.0,175.0,0.0,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
1294,279,1292,3,70,B26-P0070-001294,6,12.0,11.0,1.0,660.0,605.0,55.0,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
1295,279,1293,4,478,B26-P0478-001295,6,52.0,52.0,0.0,62.4,62.4,0.0,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
1296,279,1294,5,708,B26-P0708-001296,1,3.0,3.0,0.0,1500.0,1500.0,0.0,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
1297,279,1295,6,546,B26-P0546-001297,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
1298,280,1296,1,1248,B26-P1248-001298,6,6.0,6.0,0.0,120.0,120.0,0.0,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
1299,280,1297,2,717,B26-P0717-001299,6,4.0,4.0,0.0,840.0,840.0,0.0,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
1300,280,1298,3,25,B26-P0025-001300,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
1301,280,1299,4,1033,B26-P1033-001301,6,10.0,10.0,0.0,100.0,100.0,0.0,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
1302,280,1300,5,752,B26-P0752-001302,6,10.0,10.0,0.0,500.0,500.0,0.0,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
1303,280,1301,6,823,B26-P0823-001303,6,24.0,24.0,0.0,240.0,240.0,0.0,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
1304,281,1302,1,1083,B26-P1083-001304,6,21.0,21.0,0.0,8.4,8.4,0.0,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
1305,282,1303,1,274,B26-P0274-001305,6,2.0,2.0,0.0,6.0,6.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
1306,282,1304,2,860,B26-P0860-001306,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
1307,282,1305,3,725,B26-P0725-001307,6,3.0,3.0,0.0,60.0,60.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
1308,282,1307,4,1002,B26-P1002-001308,6,6.0,6.0,0.0,6.0,6.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
1309,282,1308,5,1115,B26-P1115-001309,6,3.0,3.0,0.0,15.0,15.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
1310,282,1309,6,1378,B26-P1378-001310,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
1311,283,1303,1,274,B26-P0274-001311,6,8.0,8.0,0.0,24.0,24.0,0.0,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
1312,283,1304,2,860,B26-P0860-001312,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
1313,283,1305,3,725,B26-P0725-001313,6,7.0,7.0,0.0,140.0,140.0,0.0,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
1314,283,1307,4,1002,B26-P1002-001314,6,7.0,7.0,0.0,7.0,7.0,0.0,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
1315,283,1308,5,1115,B26-P1115-001315,6,38.0,38.0,0.0,190.0,190.0,0.0,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
1316,283,1309,6,1378,B26-P1378-001316,1,5.0,5.0,0.0,10000.0,10000.0,0.0,,2026-06-03 08:00:00,system,2026-06-03 08:00:00,system
1317,284,1303,1,274,B26-P0274-001317,6,3.0,3.0,0.0,9.0,9.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1318,284,1305,2,725,B26-P0725-001318,6,9.0,9.0,0.0,180.0,180.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1319,284,1307,3,1002,B26-P1002-001319,6,2.0,2.0,0.0,2.0,2.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1320,284,1308,4,1115,B26-P1115-001320,6,9.0,9.0,0.0,45.0,45.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1321,284,1309,5,1378,B26-P1378-001321,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1322,285,1318,1,99,B26-P0099-001322,6,6.0,6.0,0.0,7.2,7.2,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1323,285,1319,2,1114,B26-P1114-001323,6,53.0,53.0,0.0,106.0,106.0,0.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1324,285,1321,3,6,B26-P0006-001324,6,16.0,15.0,1.0,320.0,300.0,20.0,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
1325,286,1318,1,99,B26-P0099-001325,6,16.0,16.0,0.0,19.2,19.2,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
1326,286,1319,2,1114,B26-P1114-001326,6,3.0,3.0,0.0,6.0,6.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
1327,286,1320,3,1364,B26-P1364-001327,6,12.0,11.0,1.0,240.0,220.0,20.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
1328,286,1321,4,6,B26-P0006-001328,6,19.0,18.0,1.0,380.0,360.0,20.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
1329,287,1322,1,764,B26-P0764-001329,6,1.0,1.0,0.0,25.0,25.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1330,287,1323,2,593,B26-P0593-001330,6,13.0,13.0,0.0,39.0,39.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1331,287,1324,3,201,B26-P0201-001331,6,4.0,4.0,0.0,840.0,840.0,0.0,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
1332,288,1322,1,764,B26-P0764-001332,6,29.0,29.0,0.0,725.0,725.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1333,288,1323,2,593,B26-P0593-001333,6,20.0,20.0,0.0,60.0,60.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1334,288,1324,3,201,B26-P0201-001334,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1335,289,1328,1,368,B26-P0368-001335,6,11.0,11.0,0.0,11.0,11.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1336,289,1329,2,883,B26-P0883-001336,6,12.0,12.0,0.0,300.0,300.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1337,289,1330,3,571,B26-P0571-001337,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
1338,289,1331,4,1317,B26-P1317-001338,1,6.0,6.0,0.0,12000.0,12000.0,0.0,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
